Areas & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,Total Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,System,AREA_META,Category,Metric,Area_type
"Changwat Bueng Kan, 2G",100,0,0,0,140,240,0,0,0,Android,Changwat Bueng Kan,2G,Connection,Province
"Changwat Bueng Kan, 3G",13.44,83.92,2.64,0,5500,830,4300,210,0,Android,Changwat Bueng Kan,3G,Connection,Province
"Changwat Bueng Kan, 4G",27.75,67.53,4.72,0,170000,52000,117000,9700,0,Android,Changwat Bueng Kan,4G,Connection,Province
"Changwat Bueng Kan, 5G",41.05,52.8,6.15,0,46000,20000,25000,3300,0,Android,Changwat Bueng Kan,5G,Connection,Province
"Changwat Nonthaburi, 2G",100,0,0,0,350,230,0,0,0,Android,Changwat Nonthaburi,2G,Connection,Province
"Changwat Nonthaburi, 3G",31.2,46.77,22.03,0,16000,5300,7800,3600,0,Android,Changwat Nonthaburi,3G,Connection,Province
"Changwat Nonthaburi, 4G",35.65,35.06,29.25,0.05,668000,250000,253000,189000,170,Android,Changwat Nonthaburi,4G,Connection,Province
"Changwat Nonthaburi, 5G",39.44,42.26,18.3,0,600000,251000,269000,108000,0,Android,Changwat Nonthaburi,5G,Connection,Province
"Changwat Phang-nga, 2G",0,0,0,0,160,0,0,0,0,Android,Changwat Phang-nga,2G,Connection,Province
"Changwat Phang-nga, 3G",17.29,69.33,13.38,0,5500,950,4000,790,0,Android,Changwat Phang-nga,3G,Connection,Province
"Changwat Phang-nga, 4G",22.52,57.17,20.32,0,152000,37000,89000,32000,0,Android,Changwat Phang-nga,4G,Connection,Province
"Changwat Phang-nga, 5G",33.18,49.86,16.95,0,60000,21000,31000,10000,0,Android,Changwat Phang-nga,5G,Connection,Province
"Changwat Songkhla, 2G",100,0,0,0,500,220,0,0,0,Android,Changwat Songkhla,2G,Connection,Province
"Changwat Songkhla, 3G",15.35,61.97,22.68,0,24000,4300,15000,5400,0,Android,Changwat Songkhla,3G,Connection,Province
"Changwat Songkhla, 4G",21.1,49.27,29.61,0.03,771000,183000,391000,238000,140,Android,Changwat Songkhla,4G,Connection,Province
"Changwat Songkhla, 5G",29.47,46.08,24.45,0,382000,120000,189000,96000,0,Android,Changwat Songkhla,5G,Connection,Province
"Changwat Phatthalung, 2G",100,0,0,0,0,0,0,0,0,Android,Changwat Phatthalung,2G,Connection,Province
"Changwat Phatthalung, 3G",15.11,73.74,11.15,0,6900,1200,5300,820,0,Android,Changwat Phatthalung,3G,Connection,Province
"Changwat Phatthalung, 4G",20.42,66.9,12.68,0,201000,46000,138000,27000,0,Android,Changwat Phatthalung,4G,Connection,Province
"Changwat Phatthalung, 5G",29.56,59.76,10.68,0,79000,24000,49000,9300,0,Android,Changwat Phatthalung,5G,Connection,Province
"Changwat Nakhon Sawan, 2G",100,0,0,0,170,120,0,0,0,Android,Changwat Nakhon Sawan,2G,Connection,Province
"Changwat Nakhon Sawan, 3G",18.3,65.26,16.44,0,14000,2800,9000,2200,0,Android,Changwat Nakhon Sawan,3G,Connection,Province
"Changwat Nakhon Sawan, 4G",24.91,57.76,17.33,0,377000,103000,224000,69000,0,Android,Changwat Nakhon Sawan,4G,Connection,Province
"Changwat Nakhon Sawan, 5G",35.58,49.74,14.68,0,186000,69000,95000,31000,0,Android,Changwat Nakhon Sawan,5G,Connection,Province
"Changwat Mae Hong Son, 2G",100,0,0,0,130,210,0,0,0,Android,Changwat Mae Hong Son,2G,Connection,Province
"Changwat Mae Hong Son, 3G",24.07,73.02,2.91,0,4100,1100,3100,180,0,Android,Changwat Mae Hong Son,3G,Connection,Province
"Changwat Mae Hong Son, 4G",37.56,57.08,5.37,0,95000,39000,57000,5200,0,Android,Changwat Mae Hong Son,4G,Connection,Province
"Changwat Mae Hong Son, 5G",47.83,45.82,6.35,0,28000,14000,14000,2200,0,Android,Changwat Mae Hong Son,5G,Connection,Province
"Changwat Chai Nat, Price unknown",32.49,56.56,10.96,0,7200,2800,3600,1000,0,Android,Changwat Chai Nat,Price unknown,Device,Province
"Changwat Chai Nat, $1,000 or more",37.73,48.18,14.09,0,36000,15000,18000,5100,0,Android,Changwat Chai Nat,"$1,000 or more",Device,Province
"Changwat Chai Nat, Less than $100",29.58,58.27,12.15,0,11000,3200,6400,1400,0,Android,Changwat Chai Nat,Less than $100,Device,Province
"Changwat Chai Nat, $100 - $149",29.37,58.46,12.16,0,33000,10000,20000,3900,0,Android,Changwat Chai Nat,$100 - $149,Device,Province
"Changwat Chai Nat, $150 - $199",33.23,54.37,12.4,0,31000,10000,18000,3900,0,Android,Changwat Chai Nat,$150 - $199,Device,Province
"Changwat Chai Nat, $200 - $249",32.89,52.78,14.33,0,21000,6900,11000,3000,0,Android,Changwat Chai Nat,$200 - $249,Device,Province
"Changwat Chai Nat, $250 - $299",31.21,56.17,12.62,0,18000,5800,10000,2300,0,Android,Changwat Chai Nat,$250 - $299,Device,Province
"Changwat Chai Nat, $300 - $399",31.55,52.51,15.93,0,24000,7900,13000,3900,0,Android,Changwat Chai Nat,$300 - $399,Device,Province
"Changwat Chai Nat, $400 - $599",34.15,51.16,14.69,0,27000,9700,14000,4100,0,Android,Changwat Chai Nat,$400 - $599,Device,Province
"Changwat Chai Nat, $600 - $999",36.32,50,13.68,0,28000,12000,13000,3900,0,Android,Changwat Chai Nat,$600 - $999,Device,Province
"Changwat Surin, Price unknown",25.98,64.68,9.34,0,28000,10000,17000,2900,0,Android,Changwat Surin,Price unknown,Device,Province
"Changwat Surin, $1,000 or more",35.48,50.92,13.6,0,106000,41000,56000,13000,0,Android,Changwat Surin,"$1,000 or more",Device,Province
"Changwat Surin, Less than $100",23.95,67.38,8.67,0,50000,12000,34000,4300,0,Android,Changwat Surin,Less than $100,Device,Province
"Changwat Surin, $100 - $149",25.53,65.65,8.83,0,145000,38000,98000,13000,0,Android,Changwat Surin,$100 - $149,Device,Province
"Changwat Surin, $150 - $199",26.68,63.59,9.73,0,113000,30000,75000,12000,0,Android,Changwat Surin,$150 - $199,Device,Province
"Changwat Surin, $200 - $249",26.74,62.42,10.84,0,76000,22000,49000,8300,0,Android,Changwat Surin,$200 - $249,Device,Province
"Changwat Surin, $250 - $299",27.34,61.79,10.87,0,63000,17000,39000,6900,0,Android,Changwat Surin,$250 - $299,Device,Province
"Changwat Surin, $300 - $399",27.26,60.62,12.12,0,79000,23000,48000,9300,0,Android,Changwat Surin,$300 - $399,Device,Province
"Changwat Surin, $400 - $599",30.68,58.3,11.02,0,82000,28000,47000,9800,0,Android,Changwat Surin,$400 - $599,Device,Province
"Changwat Surin, $600 - $999",33.07,54.13,12.79,0,100000,36000,57000,12000,0,Android,Changwat Surin,$600 - $999,Device,Province
"Changwat Uthai Thani, Price unknown",28.13,62.33,9.55,0,7500,2500,4400,670,0,Android,Changwat Uthai Thani,Price unknown,Device,Province
"Changwat Uthai Thani, $1,000 or more",33.24,55.68,11.08,0,30000,11000,17000,3100,0,Android,Changwat Uthai Thani,"$1,000 or more",Device,Province
"Changwat Uthai Thani, Less than $100",21.19,72.77,6.04,0,12000,2400,8700,640,0,Android,Changwat Uthai Thani,Less than $100,Device,Province
"Changwat Uthai Thani, $100 - $149",23.4,70.09,6.51,0,34000,8000,24000,2300,0,Android,Changwat Uthai Thani,$100 - $149,Device,Province
"Changwat Uthai Thani, $150 - $199",25.56,67.31,7.14,0,30000,8000,21000,2200,0,Android,Changwat Uthai Thani,$150 - $199,Device,Province
"Changwat Uthai Thani, $200 - $249",25.09,66.36,8.56,0,20000,5200,14000,1700,0,Android,Changwat Uthai Thani,$200 - $249,Device,Province
"Changwat Uthai Thani, $250 - $299",23.17,67.85,8.98,0,18000,4200,12000,1600,0,Android,Changwat Uthai Thani,$250 - $299,Device,Province
"Changwat Uthai Thani, $300 - $399",26.82,65.51,7.67,0,21000,6100,14000,1900,0,Android,Changwat Uthai Thani,$300 - $399,Device,Province
"Changwat Uthai Thani, $400 - $599",29.98,61.1,8.92,0,25000,7700,15000,2300,0,Android,Changwat Uthai Thani,$400 - $599,Device,Province
"Changwat Uthai Thani, $600 - $999",32.66,56.51,10.83,0,24000,8700,14000,2600,0,Android,Changwat Uthai Thani,$600 - $999,Device,Province
"Changwat Tak, Price unknown",28.82,55.24,15.94,0,15000,5400,8200,2400,0,Android,Changwat Tak,Price unknown,Device,Province
"Changwat Tak, $1,000 or more",35.17,48,16.84,0,75000,26000,38000,11000,0,Android,Changwat Tak,"$1,000 or more",Device,Province
"Changwat Tak, Less than $100",24.39,62.7,12.91,0,27000,6400,18000,3500,0,Android,Changwat Tak,Less than $100,Device,Province
"Changwat Tak, $100 - $149",26.93,58.93,14.15,0,85000,23000,50000,12000,0,Android,Changwat Tak,$100 - $149,Device,Province
"Changwat Tak, $150 - $199",27.82,54.08,18.1,0,66000,18000,36000,12000,0,Android,Changwat Tak,$150 - $199,Device,Province
"Changwat Tak, $200 - $249",29.91,50.66,19.43,0,48000,14000,24000,8800,0,Android,Changwat Tak,$200 - $249,Device,Province
"Changwat Tak, $250 - $299",27.35,52.83,19.82,0,40000,11000,20000,7700,0,Android,Changwat Tak,$250 - $299,Device,Province
"Changwat Tak, $300 - $399",29.71,51.66,18.63,0,44000,13000,23000,8000,0,Android,Changwat Tak,$300 - $399,Device,Province
"Changwat Tak, $400 - $599",30.56,54.08,15.37,0,47000,16000,25000,7400,0,Android,Changwat Tak,$400 - $599,Device,Province
"Changwat Tak, $600 - $999",33.89,47.98,18.13,0,57000,21000,29000,8900,0,Android,Changwat Tak,$600 - $999,Device,Province
"Changwat Nakhon Si Thammarat, Price unknown",23.14,58.92,17.94,0,45000,13000,24000,9200,0,Android,Changwat Nakhon Si Thammarat,Price unknown,Device,Province
"Changwat Nakhon Si Thammarat, $1,000 or more",28.77,54.43,16.8,0,188000,57000,106000,34000,0,Android,Changwat Nakhon Si Thammarat,"$1,000 or more",Device,Province
"Changwat Nakhon Si Thammarat, Less than $100",21.19,61.1,17.7,0,66000,15000,42000,12000,0,Android,Changwat Nakhon Si Thammarat,Less than $100,Device,Province
"Changwat Nakhon Si Thammarat, $100 - $149",22.87,59.89,17.23,0,196000,46000,121000,35000,0,Android,Changwat Nakhon Si Thammarat,$100 - $149,Device,Province
"Changwat Nakhon Si Thammarat, $150 - $199",23.32,58.82,17.86,0,150000,35000,92000,27000,0,Android,Changwat Nakhon Si Thammarat,$150 - $199,Device,Province
"Changwat Nakhon Si Thammarat, $200 - $249",23.66,57.84,18.5,0,95000,23000,56000,18000,0,Android,Changwat Nakhon Si Thammarat,$200 - $249,Device,Province
"Changwat Nakhon Si Thammarat, $250 - $299",22.13,61.28,16.59,0,92000,21000,57000,16000,0,Android,Changwat Nakhon Si Thammarat,$250 - $299,Device,Province
"Changwat Nakhon Si Thammarat, $300 - $399",24.63,56.69,18.68,0,111000,30000,63000,21000,0,Android,Changwat Nakhon Si Thammarat,$300 - $399,Device,Province
"Changwat Nakhon Si Thammarat, $400 - $599",25.51,58.05,16.44,0,130000,37000,75000,24000,130,Android,Changwat Nakhon Si Thammarat,$400 - $599,Device,Province
"Changwat Nakhon Si Thammarat, $600 - $999",29.16,51.6,19.24,0,154000,47000,85000,30000,0,Android,Changwat Nakhon Si Thammarat,$600 - $999,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, Price unknown",30.12,51.93,17.95,0,28000,9400,14000,5200,0,Android,Changwat Phra Nakhon Si Ayutthaya,Price unknown,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, $1,000 or more",30.09,54.94,14.97,0,208000,68000,114000,30000,0,Android,Changwat Phra Nakhon Si Ayutthaya,"$1,000 or more",Device,Province
"Changwat Phra Nakhon Si Ayutthaya, Less than $100",29.68,53.37,16.95,0,29000,8700,17000,4900,0,Android,Changwat Phra Nakhon Si Ayutthaya,Less than $100,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, $100 - $149",27.28,54.45,18.27,0,98000,28000,53000,18000,0,Android,Changwat Phra Nakhon Si Ayutthaya,$100 - $149,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, $150 - $199",29.26,53.47,17.27,0,95000,28000,52000,17000,0,Android,Changwat Phra Nakhon Si Ayutthaya,$150 - $199,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, $200 - $249",28.88,52.41,18.71,0,72000,21000,39000,13000,110,Android,Changwat Phra Nakhon Si Ayutthaya,$200 - $249,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, $250 - $299",26.72,56.39,16.89,0,72000,19000,41000,13000,0,Android,Changwat Phra Nakhon Si Ayutthaya,$250 - $299,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, $300 - $399",26.66,56.42,16.91,0,103000,29000,58000,18000,0,Android,Changwat Phra Nakhon Si Ayutthaya,$300 - $399,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, $400 - $599",28.25,56.05,15.7,0,113000,35000,63000,18000,0,Android,Changwat Phra Nakhon Si Ayutthaya,$400 - $599,Device,Province
"Changwat Phra Nakhon Si Ayutthaya, $600 - $999",30.22,54.16,15.62,0,139000,47000,75000,22000,0,Android,Changwat Phra Nakhon Si Ayutthaya,$600 - $999,Device,Province
"Changwat Phrae, Price unknown",30.93,55.25,13.81,0,11000,4100,5600,1800,0,Android,Changwat Phrae,Price unknown,Device,Province
"Changwat Phrae, $1,000 or more",38.52,46.3,15.18,0,43000,17000,21000,6100,0,Android,Changwat Phrae,"$1,000 or more",Device,Province
"Changwat Phrae, Less than $100",27.56,58.59,13.85,0,15000,4100,8800,2200,0,Android,Changwat Phrae,Less than $100,Device,Province
"Changwat Phrae, $100 - $149",29.55,55.69,14.75,0,47000,14000,26000,6800,0,Android,Changwat Phrae,$100 - $149,Device,Province
"Changwat Phrae, $150 - $199",30.61,54.84,14.55,0,40000,12000,22000,5900,0,Android,Changwat Phrae,$150 - $199,Device,Province
"Changwat Phrae, $200 - $249",30.26,52.74,17,0,26000,8500,14000,4500,0,Android,Changwat Phrae,$200 - $249,Device,Province
"Changwat Phrae, $250 - $299",30.06,53.97,15.97,0,24000,7400,13000,4000,0,Android,Changwat Phrae,$250 - $299,Device,Province
"Changwat Phrae, $300 - $399",32.89,52.48,14.63,0,30000,9800,16000,4300,0,Android,Changwat Phrae,$300 - $399,Device,Province
"Changwat Phrae, $400 - $599",34.07,50.58,15.35,0,31000,11000,16000,4900,0,Android,Changwat Phrae,$400 - $599,Device,Province
"Changwat Phrae, $600 - $999",34.27,47.31,18.41,0,34000,13000,16000,5500,0,Android,Changwat Phrae,$600 - $999,Device,Province
"Changwat Chon Buri, Price unknown",33.13,45.07,21.81,0,76000,30000,33000,17000,0,Android,Changwat Chon Buri,Price unknown,Device,Province
"Changwat Chon Buri, $1,000 or more",31.76,52.22,16.02,0,737000,254000,375000,121000,0,Android,Changwat Chon Buri,"$1,000 or more",Device,Province
"Changwat Chon Buri, Less than $100",31.49,45.75,22.76,0,67000,21000,31000,17000,0,Android,Changwat Chon Buri,Less than $100,Device,Province
"Changwat Chon Buri, $100 - $149",32.01,45.25,22.75,0,238000,79000,111000,55000,0,Android,Changwat Chon Buri,$100 - $149,Device,Province
"Changwat Chon Buri, $150 - $199",31.89,45.73,22.38,0,253000,81000,117000,56000,0,Android,Changwat Chon Buri,$150 - $199,Device,Province
"Changwat Chon Buri, $200 - $249",31.76,45.62,22.61,0,192000,62000,90000,44000,0,Android,Changwat Chon Buri,$200 - $249,Device,Province
"Changwat Chon Buri, $250 - $299",30.01,47.97,22.02,0,185000,56000,90000,41000,0,Android,Changwat Chon Buri,$250 - $299,Device,Province
"Changwat Chon Buri, $300 - $399",30.93,48.72,20.35,0,273000,87000,133000,57000,0,Android,Changwat Chon Buri,$300 - $399,Device,Province
"Changwat Chon Buri, $400 - $599",31.84,49.58,18.58,0,325000,112000,158000,62000,0,Android,Changwat Chon Buri,$400 - $599,Device,Province
"Changwat Chon Buri, $600 - $999",33.37,49.81,16.82,0,427000,152000,209000,77000,0,Android,Changwat Chon Buri,$600 - $999,Device,Province
"Changwat Buri Ram, Price unknown",35.36,54.74,9.9,0,39000,14000,24000,3800,0,Android,Changwat Buri Ram,Price unknown,Device,Province
"Changwat Buri Ram, $1,000 or more",37.96,47.94,14.1,0,130000,55000,62000,16000,0,Android,Changwat Buri Ram,"$1,000 or more",Device,Province
"Changwat Buri Ram, Less than $100",30.97,59.09,9.93,0,56000,17000,34000,5600,0,Android,Changwat Buri Ram,Less than $100,Device,Province
"Changwat Buri Ram, $100 - $149",32.54,56.88,10.58,0,165000,55000,98000,18000,0,Android,Changwat Buri Ram,$100 - $149,Device,Province
"Changwat Buri Ram, $150 - $199",32.74,55.43,11.82,0,129000,44000,74000,16000,0,Android,Changwat Buri Ram,$150 - $199,Device,Province
"Changwat Buri Ram, $200 - $249",33.74,53.28,12.98,0,83000,30000,45000,11000,0,Android,Changwat Buri Ram,$200 - $249,Device,Province
"Changwat Buri Ram, $250 - $299",32.41,55.29,12.3,0,69000,23000,40000,8600,0,Android,Changwat Buri Ram,$250 - $299,Device,Province
"Changwat Buri Ram, $300 - $399",35.01,52.73,12.26,0,89000,33000,48000,11000,150,Android,Changwat Buri Ram,$300 - $399,Device,Province
"Changwat Buri Ram, $400 - $599",36.16,51.56,12.28,0,94000,37000,48000,12000,0,Android,Changwat Buri Ram,$400 - $599,Device,Province
"Changwat Buri Ram, $600 - $999",38.04,47.98,13.98,0,121000,52000,59000,17000,0,Android,Changwat Buri Ram,$600 - $999,Device,Province
"Changwat Nong Bua Lam Phu, Price unknown",23.89,69.53,6.58,0,10000,3000,6500,800,0,Android,Changwat Nong Bua Lam Phu,Price unknown,Device,Province
"Changwat Nong Bua Lam Phu, $1,000 or more",30.45,59.7,9.85,0,36000,13000,21000,3700,0,Android,Changwat Nong Bua Lam Phu,"$1,000 or more",Device,Province
"Changwat Nong Bua Lam Phu, Less than $100",21.07,74.21,4.71,0,19000,4400,15000,940,0,Android,Changwat Nong Bua Lam Phu,Less than $100,Device,Province
"Changwat Nong Bua Lam Phu, $100 - $149",22.13,72.38,5.49,0,58000,14000,44000,3200,0,Android,Changwat Nong Bua Lam Phu,$100 - $149,Device,Province
"Changwat Nong Bua Lam Phu, $150 - $199",23.02,71.51,5.48,0,44000,10000,32000,2500,0,Android,Changwat Nong Bua Lam Phu,$150 - $199,Device,Province
"Changwat Nong Bua Lam Phu, $200 - $249",24.99,68.72,6.29,0,28000,7000,20000,1800,0,Android,Changwat Nong Bua Lam Phu,$200 - $249,Device,Province
"Changwat Nong Bua Lam Phu, $250 - $299",22.57,71.26,6.16,0,26000,5600,19000,1700,0,Android,Changwat Nong Bua Lam Phu,$250 - $299,Device,Province
"Changwat Nong Bua Lam Phu, $300 - $399",22.49,70.23,7.28,0,29000,7200,20000,2300,0,Android,Changwat Nong Bua Lam Phu,$300 - $399,Device,Province
"Changwat Nong Bua Lam Phu, $400 - $599",26.76,66.83,6.41,0,30000,8700,19000,2300,0,Android,Changwat Nong Bua Lam Phu,$400 - $599,Device,Province
"Changwat Nong Bua Lam Phu, $600 - $999",29.68,60.16,10.16,0,34000,11000,20000,3000,0,Android,Changwat Nong Bua Lam Phu,$600 - $999,Device,Province
"Changwat Yala, Price unknown",16,78.24,5.75,0,15000,3200,12000,1400,0,Android,Changwat Yala,Price unknown,Device,Province
"Changwat Yala, $1,000 or more",23.56,63.9,12.54,0,78000,16000,54000,8200,0,Android,Changwat Yala,"$1,000 or more",Device,Province
"Changwat Yala, Less than $100",13.5,80.29,6.2,0,30000,4100,25000,1900,0,Android,Changwat Yala,Less than $100,Device,Province
"Changwat Yala, $100 - $149",13.86,80.03,6.12,0,81000,11000,67000,5200,0,Android,Changwat Yala,$100 - $149,Device,Province
"Changwat Yala, $150 - $199",15.96,76.95,7.09,0,61000,9900,48000,4300,0,Android,Changwat Yala,$150 - $199,Device,Province
"Changwat Yala, $200 - $249",17.62,74.45,7.93,0,37000,6600,28000,3100,0,Android,Changwat Yala,$200 - $249,Device,Province
"Changwat Yala, $250 - $299",15.72,77.26,7.03,0,31000,5100,24000,2400,0,Android,Changwat Yala,$250 - $299,Device,Province
"Changwat Yala, $300 - $399",17.27,72.97,9.76,0,39000,7700,28000,3700,0,Android,Changwat Yala,$300 - $399,Device,Province
"Changwat Yala, $400 - $599",19.84,70.8,9.37,0,46000,11000,33000,4800,0,Android,Changwat Yala,$400 - $599,Device,Province
"Changwat Yala, $600 - $999",20.93,67.09,11.98,0,63000,14000,45000,6400,0,Android,Changwat Yala,$600 - $999,Device,Province
"Changwat Chumphon, Price unknown",17.41,69.34,13.25,0,18000,4200,12000,2700,0,Android,Changwat Chumphon,Price unknown,Device,Province
"Changwat Chumphon, $1,000 or more",28.21,58.7,13.09,0,86000,23000,55000,12000,0,Android,Changwat Chumphon,"$1,000 or more",Device,Province
"Changwat Chumphon, Less than $100",15.59,73.42,10.99,0,27000,4100,20000,3000,0,Android,Changwat Chumphon,Less than $100,Device,Province
"Changwat Chumphon, $100 - $149",14.85,72.47,12.68,0,86000,13000,63000,11000,0,Android,Changwat Chumphon,$100 - $149,Device,Province
"Changwat Chumphon, $150 - $199",16,70.54,13.46,0,63000,10000,46000,8900,0,Android,Changwat Chumphon,$150 - $199,Device,Province
"Changwat Chumphon, $200 - $249",16.39,66.56,17.04,0,42000,6800,28000,6900,0,Android,Changwat Chumphon,$200 - $249,Device,Province
"Changwat Chumphon, $250 - $299",17.43,66.25,16.33,0,38000,6600,26000,6100,0,Android,Changwat Chumphon,$250 - $299,Device,Province
"Changwat Chumphon, $300 - $399",17.64,67.17,15.19,0,46000,9300,31000,7200,0,Android,Changwat Chumphon,$300 - $399,Device,Province
"Changwat Chumphon, $400 - $599",20.59,65.54,13.86,0,48000,11000,30000,7400,0,Android,Changwat Chumphon,$400 - $599,Device,Province
"Changwat Chumphon, $600 - $999",22.8,59.44,17.76,0,65000,17000,42000,9600,0,Android,Changwat Chumphon,$600 - $999,Device,Province
"Changwat Ratchaburi, Price unknown",19.65,57.27,23.08,0,22000,5400,12000,4800,0,Android,Changwat Ratchaburi,Price unknown,Device,Province
"Changwat Ratchaburi, $1,000 or more",27.34,57.13,15.53,0,147000,40000,86000,25000,0,Android,Changwat Ratchaburi,"$1,000 or more",Device,Province
"Changwat Ratchaburi, Less than $100",16.72,63.87,19.41,0,29000,5000,18000,5600,0,Android,Changwat Ratchaburi,Less than $100,Device,Province
"Changwat Ratchaburi, $100 - $149",17.65,62.83,19.52,0,97000,18000,62000,19000,0,Android,Changwat Ratchaburi,$100 - $149,Device,Province
"Changwat Ratchaburi, $150 - $199",19.41,59.8,20.79,0,89000,17000,54000,18000,0,Android,Changwat Ratchaburi,$150 - $199,Device,Province
"Changwat Ratchaburi, $200 - $249",21.07,56.82,22.11,0,64000,13000,38000,14000,0,Android,Changwat Ratchaburi,$200 - $249,Device,Province
"Changwat Ratchaburi, $250 - $299",20.38,58.3,21.32,0,55000,12000,34000,12000,0,Android,Changwat Ratchaburi,$250 - $299,Device,Province
"Changwat Ratchaburi, $300 - $399",21.47,57.72,20.81,0,75000,17000,45000,16000,0,Android,Changwat Ratchaburi,$300 - $399,Device,Province
