Areas & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,Total Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,AREA_META,Category,Metric,Area_type
"Phra Khanong, Bangkok, 5G",32.7,47.77,19.54,0,74000,26000,36000,15000,0,"Phra Khanong, Bangkok",5G,Connection,District
"Amphoe Fao Rai, Changwat Nong Khai, 3G",0,100,0,0,360,0,350,0,0,"Amphoe Fao Rai, Changwat Nong Khai",3G,Connection,District
"Amphoe Fao Rai, Changwat Nong Khai, 4G",20.4,73.71,5.89,0,11000,2600,8600,640,0,"Amphoe Fao Rai, Changwat Nong Khai",4G,Connection,District
"Amphoe Fao Rai, Changwat Nong Khai, 5G",38.04,56.75,5.21,0,3000,1200,1900,220,0,"Amphoe Fao Rai, Changwat Nong Khai",5G,Connection,District
"Don Mueang, Bangkok, 2G",0,0,0,0,0,190,0,0,0,"Don Mueang, Bangkok",2G,Connection,District
"Don Mueang, Bangkok, 3G",23.51,40.57,35.92,0,3700,910,1500,1300,0,"Don Mueang, Bangkok",3G,Connection,District
"Don Mueang, Bangkok, 4G",29.3,32.66,37.92,0.11,129000,39000,45000,50000,150,"Don Mueang, Bangkok",4G,Connection,District
"Don Mueang, Bangkok, 5G",36.95,43.32,19.73,0,108000,42000,49000,22000,0,"Don Mueang, Bangkok",5G,Connection,District
"Amphoe Phu Wiang, Changwat Khon Kaen, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Phu Wiang, Changwat Khon Kaen",2G,Connection,District
"Amphoe Phu Wiang, Changwat Khon Kaen, 3G",0,62.07,37.93,0,550,200,280,250,0,"Amphoe Phu Wiang, Changwat Khon Kaen",3G,Connection,District
"Amphoe Phu Wiang, Changwat Khon Kaen, 4G",26.26,44.33,29.41,0,29000,8400,14000,9000,0,"Amphoe Phu Wiang, Changwat Khon Kaen",4G,Connection,District
"Amphoe Phu Wiang, Changwat Khon Kaen, 5G",35.08,38.78,26.13,0,8400,3100,3300,2200,0,"Amphoe Phu Wiang, Changwat Khon Kaen",5G,Connection,District
"Amphoe Lom Sak, Changwat Phetchabun, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Lom Sak, Changwat Phetchabun",2G,Connection,District
"Amphoe Lom Sak, Changwat Phetchabun, 3G",30.15,58.82,11.03,0,1400,360,770,240,0,"Amphoe Lom Sak, Changwat Phetchabun",3G,Connection,District
"Amphoe Lom Sak, Changwat Phetchabun, 4G",45.56,39,15.44,0,43000,21000,18000,6900,0,"Amphoe Lom Sak, Changwat Phetchabun",4G,Connection,District
"Amphoe Lom Sak, Changwat Phetchabun, 5G",55.12,31.13,13.75,0,18000,11000,6000,2500,0,"Amphoe Lom Sak, Changwat Phetchabun",5G,Connection,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",2G,Connection,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, 3G",0,100,0,0,370,0,290,0,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",3G,Connection,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, 4G",18.49,54.31,27.2,0,11000,2300,6800,3300,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",4G,Connection,District
"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat, 5G",29.62,50.33,20.04,0,4300,1300,2100,850,0,"Amphoe Phrom Khiri, Changwat Nakhon Si Thammarat",5G,Connection,District
"Amphoe Phu Phiang, Changwat Nan, 2G",100,0,0,0,0,0,0,0,0,"Amphoe Phu Phiang, Changwat Nan",2G,Connection,District
"Amphoe Phu Phiang, Changwat Nan, 3G",17.91,82.09,0,0,780,160,650,0,0,"Amphoe Phu Phiang, Changwat Nan",3G,Connection,District
"Amphoe Phu Phiang, Changwat Nan, 4G",29.35,60.62,10.03,0,21000,6300,13000,2100,0,"Amphoe Phu Phiang, Changwat Nan",4G,Connection,District
"Amphoe Phu Phiang, Changwat Nan, 5G",43.86,45.9,10.24,0,8000,3600,3800,850,0,"Amphoe Phu Phiang, Changwat Nan",5G,Connection,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, 3G",0,61.54,38.46,0,210,0,110,0,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",3G,Connection,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, 4G",26.07,63.44,10.49,0,5900,1600,3800,700,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",4G,Connection,District
"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima, 5G",28.85,57.71,13.44,0,2300,820,1300,230,0,"Amphoe Wang Nam Khiao, Changwat Nakhon Ratchasima",5G,Connection,District
"Nong Khaem, Bangkok, 2G",0,0,0,0,0,0,0,140,0,"Nong Khaem, Bangkok",2G,Connection,District
"Nong Khaem, Bangkok, 3G",29,39.78,31.23,0,2400,660,880,820,0,"Nong Khaem, Bangkok",3G,Connection,District
"Nong Khaem, Bangkok, 4G",31.65,35.15,33.19,0,92000,30000,33000,32000,0,"Nong Khaem, Bangkok",4G,Connection,District
"Nong Khaem, Bangkok, 5G",39.63,40.45,19.92,0,79000,33000,34000,17000,0,"Nong Khaem, Bangkok",5G,Connection,District
"Amphoe Song Khwae, Changwat Nan, 3G",0,0,0,0,200,0,110,0,0,"Amphoe Song Khwae, Changwat Nan",3G,Connection,District
"Amphoe Song Khwae, Changwat Nan, 4G",27.32,67.78,4.9,0,3800,1100,2700,210,0,"Amphoe Song Khwae, Changwat Nan",4G,Connection,District
"Amphoe Song Khwae, Changwat Nan, 5G",56.96,43.04,0,0,870,400,440,0,0,"Amphoe Song Khwae, Changwat Nan",5G,Connection,District
"Amphoe Na Pho, Changwat Buri Ram, 3G",0,100,0,0,310,110,290,0,0,"Amphoe Na Pho, Changwat Buri Ram",3G,Connection,District
"Amphoe Na Pho, Changwat Buri Ram, 4G",23.46,70.71,5.84,0,8500,2000,6400,570,0,"Amphoe Na Pho, Changwat Buri Ram",4G,Connection,District
"Amphoe Na Pho, Changwat Buri Ram, 5G",38.87,49.12,12.01,0,2700,1000,1300,300,0,"Amphoe Na Pho, Changwat Buri Ram",5G,Connection,District
"Amphoe Kabang, Changwat Yala, 3G",0,100,0,0,230,0,250,0,0,"Amphoe Kabang, Changwat Yala",3G,Connection,District
"Amphoe Kabang, Changwat Yala, 4G",12.75,82.79,4.45,0,5000,740,4200,120,0,"Amphoe Kabang, Changwat Yala",4G,Connection,District
"Amphoe Kabang, Changwat Yala, 5G",18.8,81.2,0,0,1300,210,930,0,0,"Amphoe Kabang, Changwat Yala",5G,Connection,District
"Amphoe Ratsada, Changwat Trang, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Ratsada, Changwat Trang",2G,Connection,District
"Amphoe Ratsada, Changwat Trang, 3G",0,100,0,0,400,110,390,0,0,"Amphoe Ratsada, Changwat Trang",3G,Connection,District
"Amphoe Ratsada, Changwat Trang, 4G",17.62,71.48,10.91,0,11000,2100,8200,1300,0,"Amphoe Ratsada, Changwat Trang",4G,Connection,District
"Amphoe Ratsada, Changwat Trang, 5G",20,66,14,0,3400,840,2300,470,0,"Amphoe Ratsada, Changwat Trang",5G,Connection,District
"Amphoe Mueang Phuket, Changwat Phuket, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Mueang Phuket, Changwat Phuket",2G,Connection,District
"Amphoe Mueang Phuket, Changwat Phuket, 3G",20.26,51.29,28.45,0,4400,910,2300,1300,0,"Amphoe Mueang Phuket, Changwat Phuket",3G,Connection,District
"Amphoe Mueang Phuket, Changwat Phuket, 4G",21.31,38.38,40.3,0,178000,40000,70000,76000,0,"Amphoe Mueang Phuket, Changwat Phuket",4G,Connection,District
"Amphoe Mueang Phuket, Changwat Phuket, 5G",30.85,41.24,27.91,0,147000,48000,63000,42000,0,"Amphoe Mueang Phuket, Changwat Phuket",5G,Connection,District
"Amphoe Thung Song, Changwat Nakhon Si Thammarat, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Thung Song, Changwat Nakhon Si Thammarat",2G,Connection,District
"Amphoe Thung Song, Changwat Nakhon Si Thammarat, 3G",16.18,83.82,0,0,2100,330,1800,120,0,"Amphoe Thung Song, Changwat Nakhon Si Thammarat",3G,Connection,District
"Amphoe Thung Song, Changwat Nakhon Si Thammarat, 4G",18.67,71.08,10.26,0,56000,11000,42000,6000,0,"Amphoe Thung Song, Changwat Nakhon Si Thammarat",4G,Connection,District
"Amphoe Thung Song, Changwat Nakhon Si Thammarat, 5G",22.8,67.45,9.75,0,29000,7100,20000,3000,0,"Amphoe Thung Song, Changwat Nakhon Si Thammarat",5G,Connection,District
"Amphoe Si That, Changwat Udon Thani, 3G",0,100,0,0,170,0,150,110,0,"Amphoe Si That, Changwat Udon Thani",3G,Connection,District
"Amphoe Si That, Changwat Udon Thani, 4G",29.95,62.49,7.56,0,10000,3200,6500,840,0,"Amphoe Si That, Changwat Udon Thani",4G,Connection,District
"Amphoe Si That, Changwat Udon Thani, 5G",39.53,52.33,8.14,0,3300,1400,1800,370,0,"Amphoe Si That, Changwat Udon Thani",5G,Connection,District
"Amphoe Non Thai, Changwat Nakhon Ratchasima, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Non Thai, Changwat Nakhon Ratchasima",2G,Connection,District
"Amphoe Non Thai, Changwat Nakhon Ratchasima, 3G",0,100,0,0,490,130,210,0,0,"Amphoe Non Thai, Changwat Nakhon Ratchasima",3G,Connection,District
"Amphoe Non Thai, Changwat Nakhon Ratchasima, 4G",29.28,60,10.72,0,19000,5800,12000,2200,0,"Amphoe Non Thai, Changwat Nakhon Ratchasima",4G,Connection,District
"Amphoe Non Thai, Changwat Nakhon Ratchasima, 5G",34.56,56.13,9.31,0,6500,2300,3800,710,0,"Amphoe Non Thai, Changwat Nakhon Ratchasima",5G,Connection,District
"Amphoe Pluak Daeng, Changwat Rayong, 2G",0,0,0,0,110,0,0,0,0,"Amphoe Pluak Daeng, Changwat Rayong",2G,Connection,District
"Amphoe Pluak Daeng, Changwat Rayong, 3G",17.6,69.53,12.88,0,2200,340,1800,170,0,"Amphoe Pluak Daeng, Changwat Rayong",3G,Connection,District
"Amphoe Pluak Daeng, Changwat Rayong, 4G",21.09,64.56,14.35,0,86000,19000,57000,13000,0,"Amphoe Pluak Daeng, Changwat Rayong",4G,Connection,District
"Amphoe Pluak Daeng, Changwat Rayong, 5G",26.64,63.7,9.66,0,98000,28000,64000,9900,0,"Amphoe Pluak Daeng, Changwat Rayong",5G,Connection,District
"Amphoe Nong Suea, Changwat Pathum Thani, 3G",28.4,48.15,23.46,0,760,250,470,230,0,"Amphoe Nong Suea, Changwat Pathum Thani",3G,Connection,District
"Amphoe Nong Suea, Changwat Pathum Thani, 4G",36.73,41.99,21.27,0,31000,11000,13000,7000,0,"Amphoe Nong Suea, Changwat Pathum Thani",4G,Connection,District
"Amphoe Nong Suea, Changwat Pathum Thani, 5G",44.61,40.89,14.5,0,20000,9300,8400,3000,0,"Amphoe Nong Suea, Changwat Pathum Thani",5G,Connection,District
"Amphoe Mueang Trang, Changwat Trang, 2G",0,0,100,0,130,0,0,0,0,"Amphoe Mueang Trang, Changwat Trang",2G,Connection,District
"Amphoe Mueang Trang, Changwat Trang, 3G",17.37,56.59,26.05,0,3200,570,1900,870,0,"Amphoe Mueang Trang, Changwat Trang",3G,Connection,District
"Amphoe Mueang Trang, Changwat Trang, 4G",21.5,41.04,37.37,0.09,117000,27000,51000,46000,0,"Amphoe Mueang Trang, Changwat Trang",4G,Connection,District
"Amphoe Mueang Trang, Changwat Trang, 5G",29.62,40.18,30.2,0,52000,18000,22000,16000,0,"Amphoe Mueang Trang, Changwat Trang",5G,Connection,District
"Amphoe Mueang Sukhothai, Changwat Sukhothai, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Mueang Sukhothai, Changwat Sukhothai",2G,Connection,District
"Amphoe Mueang Sukhothai, Changwat Sukhothai, 3G",24.03,53.49,22.48,0,1200,350,790,300,0,"Amphoe Mueang Sukhothai, Changwat Sukhothai",3G,Connection,District
"Amphoe Mueang Sukhothai, Changwat Sukhothai, 4G",40.66,35.09,24.24,0,42000,18000,15000,11000,0,"Amphoe Mueang Sukhothai, Changwat Sukhothai",4G,Connection,District
"Amphoe Mueang Sukhothai, Changwat Sukhothai, 5G",48.58,30,21.42,0,20000,11000,6500,4500,0,"Amphoe Mueang Sukhothai, Changwat Sukhothai",5G,Connection,District
"Amphoe Lamduan, Changwat Surin, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Lamduan, Changwat Surin",2G,Connection,District
"Amphoe Lamduan, Changwat Surin, 3G",40.63,59.38,0,0,190,0,0,0,0,"Amphoe Lamduan, Changwat Surin",3G,Connection,District
"Amphoe Lamduan, Changwat Surin, 4G",22.73,66.42,10.85,0,6600,1500,4600,810,0,"Amphoe Lamduan, Changwat Surin",4G,Connection,District
"Amphoe Lamduan, Changwat Surin, 5G",29.19,57.89,12.92,0,1900,540,1200,300,0,"Amphoe Lamduan, Changwat Surin",5G,Connection,District
"Amphoe Phon Thong, Changwat Roi Et, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Phon Thong, Changwat Roi Et",2G,Connection,District
"Amphoe Phon Thong, Changwat Roi Et, 3G",31.17,68.83,0,0,780,230,560,0,0,"Amphoe Phon Thong, Changwat Roi Et",3G,Connection,District
"Amphoe Phon Thong, Changwat Roi Et, 4G",37.8,56.86,5.34,0,28000,11000,17000,1500,0,"Amphoe Phon Thong, Changwat Roi Et",4G,Connection,District
"Amphoe Phon Thong, Changwat Roi Et, 5G",53.93,41.7,4.37,0,7600,4400,3300,410,0,"Amphoe Phon Thong, Changwat Roi Et",5G,Connection,District
"Amphoe Bannang Sata, Changwat Yala, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Bannang Sata, Changwat Yala",2G,Connection,District
"Amphoe Bannang Sata, Changwat Yala, 3G",0,100,0,0,650,0,590,100,0,"Amphoe Bannang Sata, Changwat Yala",3G,Connection,District
"Amphoe Bannang Sata, Changwat Yala, 4G",16.73,75.4,7.87,0,25000,4300,20000,2000,0,"Amphoe Bannang Sata, Changwat Yala",4G,Connection,District
"Amphoe Bannang Sata, Changwat Yala, 5G",18.76,74.89,6.35,0,6100,1100,5100,440,0,"Amphoe Bannang Sata, Changwat Yala",5G,Connection,District
"Amphoe Na Chaluai, Changwat Ubon Ratchathani, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Na Chaluai, Changwat Ubon Ratchathani",2G,Connection,District
"Amphoe Na Chaluai, Changwat Ubon Ratchathani, 3G",18.87,54.72,26.42,0,510,0,420,140,0,"Amphoe Na Chaluai, Changwat Ubon Ratchathani",3G,Connection,District
"Amphoe Na Chaluai, Changwat Ubon Ratchathani, 4G",27.86,48.67,23.48,0,15000,4700,7800,3700,0,"Amphoe Na Chaluai, Changwat Ubon Ratchathani",4G,Connection,District
"Amphoe Na Chaluai, Changwat Ubon Ratchathani, 5G",39.26,39.75,20.99,0,3700,1600,1600,770,0,"Amphoe Na Chaluai, Changwat Ubon Ratchathani",5G,Connection,District
"Amphoe Phatthana Nikhom, Changwat Lop Buri, 3G",0,87.18,12.82,0,890,130,800,0,0,"Amphoe Phatthana Nikhom, Changwat Lop Buri",3G,Connection,District
"Amphoe Phatthana Nikhom, Changwat Lop Buri, 4G",17.17,73.49,9.33,0,29000,5200,22000,2700,0,"Amphoe Phatthana Nikhom, Changwat Lop Buri",4G,Connection,District
"Amphoe Phatthana Nikhom, Changwat Lop Buri, 5G",27.7,64.73,7.57,0,13000,3600,8800,1000,0,"Amphoe Phatthana Nikhom, Changwat Lop Buri",5G,Connection,District
"Amphoe Bang Sai, Changwat Phra Nakhon Si Ayutthaya, 3G",28.05,71.95,0,0,890,130,610,0,0,"Amphoe Bang Sai, Changwat Phra Nakhon Si Ayutthaya",3G,Connection,District
"Amphoe Bang Sai, Changwat Phra Nakhon Si Ayutthaya, 4G",23.82,55.15,21.03,0,26000,6200,15000,5700,0,"Amphoe Bang Sai, Changwat Phra Nakhon Si Ayutthaya",4G,Connection,District
"Amphoe Bang Sai, Changwat Phra Nakhon Si Ayutthaya, 5G",32.8,52.43,14.77,0,15000,5100,8200,2200,0,"Amphoe Bang Sai, Changwat Phra Nakhon Si Ayutthaya",5G,Connection,District
"Amphoe Akat Amnuai, Changwat Sakon Nakhon, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Akat Amnuai, Changwat Sakon Nakhon",2G,Connection,District
"Amphoe Akat Amnuai, Changwat Sakon Nakhon, 3G",21.62,66.67,11.71,0,880,240,750,120,0,"Amphoe Akat Amnuai, Changwat Sakon Nakhon",3G,Connection,District
"Amphoe Akat Amnuai, Changwat Sakon Nakhon, 4G",30.91,62.78,6.32,0,30000,10000,19000,2100,0,"Amphoe Akat Amnuai, Changwat Sakon Nakhon",4G,Connection,District
"Amphoe Akat Amnuai, Changwat Sakon Nakhon, 5G",47.06,47.06,5.88,0,6600,3200,3400,340,0,"Amphoe Akat Amnuai, Changwat Sakon Nakhon",5G,Connection,District
"Amphoe Phu Phan, Changwat Sakon Nakhon, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Phu Phan, Changwat Sakon Nakhon",2G,Connection,District
"Amphoe Phu Phan, Changwat Sakon Nakhon, 3G",0,100,0,0,380,140,340,0,0,"Amphoe Phu Phan, Changwat Sakon Nakhon",3G,Connection,District
"Amphoe Phu Phan, Changwat Sakon Nakhon, 4G",29.21,66.77,4.02,0,12000,3700,8600,360,0,"Amphoe Phu Phan, Changwat Sakon Nakhon",4G,Connection,District
"Amphoe Phu Phan, Changwat Sakon Nakhon, 5G",42.91,52.49,4.6,0,2500,1100,1300,130,0,"Amphoe Phu Phan, Changwat Sakon Nakhon",5G,Connection,District
"Amphoe Pak Chong, Changwat Nakhon Ratchasima, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Pak Chong, Changwat Nakhon Ratchasima",2G,Connection,District
"Amphoe Pak Chong, Changwat Nakhon Ratchasima, 3G",17.69,82.31,0,0,1500,300,1200,160,0,"Amphoe Pak Chong, Changwat Nakhon Ratchasima",3G,Connection,District
"Amphoe Pak Chong, Changwat Nakhon Ratchasima, 4G",31.51,58.4,10.09,0,76000,26000,47000,7900,0,"Amphoe Pak Chong, Changwat Nakhon Ratchasima",4G,Connection,District
"Amphoe Pak Chong, Changwat Nakhon Ratchasima, 5G",41.13,49.77,9.1,0,41000,17000,22000,3800,0,"Amphoe Pak Chong, Changwat Nakhon Ratchasima",5G,Connection,District
"Amphoe Sop Moei, Changwat Mae Hong Son, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Sop Moei, Changwat Mae Hong Son",2G,Connection,District
"Amphoe Sop Moei, Changwat Mae Hong Son, 3G",0,100,0,0,170,0,180,0,0,"Amphoe Sop Moei, Changwat Mae Hong Son",3G,Connection,District
"Amphoe Sop Moei, Changwat Mae Hong Son, 4G",45.49,50.87,3.63,0,7100,3400,3700,270,0,"Amphoe Sop Moei, Changwat Mae Hong Son",4G,Connection,District
"Amphoe Sop Moei, Changwat Mae Hong Son, 5G",48,36,16,0,1100,660,460,110,0,"Amphoe Sop Moei, Changwat Mae Hong Son",5G,Connection,District
"Amphoe Tha Pla, Changwat Uttaradit, 2G",0,0,0,0,0,160,0,0,0,"Amphoe Tha Pla, Changwat Uttaradit",2G,Connection,District
"Amphoe Tha Pla, Changwat Uttaradit, 3G",16.44,83.56,0,0,680,150,520,0,0,"Amphoe Tha Pla, Changwat Uttaradit",3G,Connection,District
"Amphoe Tha Pla, Changwat Uttaradit, 4G",21.37,71.78,6.85,0,15000,3400,11000,1000,0,"Amphoe Tha Pla, Changwat Uttaradit",4G,Connection,District
"Amphoe Tha Pla, Changwat Uttaradit, 5G",34.15,58.47,7.38,0,3400,1200,2100,240,0,"Amphoe Tha Pla, Changwat Uttaradit",5G,Connection,District
"Amphoe San Kamphaeng, Changwat Chiang Mai, 2G",0,0,0,0,0,0,0,0,0,"Amphoe San Kamphaeng, Changwat Chiang Mai",2G,Connection,District
"Amphoe San Kamphaeng, Changwat Chiang Mai, 3G",30,70,0,0,310,180,220,0,0,"Amphoe San Kamphaeng, Changwat Chiang Mai",3G,Connection,District
"Amphoe San Kamphaeng, Changwat Chiang Mai, 4G",26.06,50.51,23.43,0,13000,3700,6900,3200,0,"Amphoe San Kamphaeng, Changwat Chiang Mai",4G,Connection,District
"Amphoe San Kamphaeng, Changwat Chiang Mai, 5G",33.91,49.54,16.55,0,9000,3200,4700,1600,0,"Amphoe San Kamphaeng, Changwat Chiang Mai",5G,Connection,District
"Amphoe Chaiya, Changwat Surat Thani, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Chaiya, Changwat Surat Thani",2G,Connection,District
"Amphoe Chaiya, Changwat Surat Thani, 3G",8.33,75.64,16.03,0,1500,100,1100,210,0,"Amphoe Chaiya, Changwat Surat Thani",3G,Connection,District
"Amphoe Chaiya, Changwat Surat Thani, 4G",17.18,63.13,19.69,0,31000,5500,21000,6100,0,"Amphoe Chaiya, Changwat Surat Thani",4G,Connection,District
"Amphoe Chaiya, Changwat Surat Thani, 5G",21.01,60.89,18.1,0,11000,2500,6900,2100,0,"Amphoe Chaiya, Changwat Surat Thani",5G,Connection,District
"Amphoe Na Thom, Changwat Nakhon Phanom, 3G",0,100,0,0,140,0,200,0,0,"Amphoe Na Thom, Changwat Nakhon Phanom",3G,Connection,District
"Amphoe Na Thom, Changwat Nakhon Phanom, 4G",24.9,72.05,3.04,0,5200,1300,3900,180,0,"Amphoe Na Thom, Changwat Nakhon Phanom",4G,Connection,District
"Amphoe Na Thom, Changwat Nakhon Phanom, 5G",46.56,45.04,8.4,0,1100,450,600,0,0,"Amphoe Na Thom, Changwat Nakhon Phanom",5G,Connection,District
"Amphoe Nong Kung Si, Changwat Kalasin, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Nong Kung Si, Changwat Kalasin",2G,Connection,District
"Amphoe Nong Kung Si, Changwat Kalasin, 3G",31.48,68.52,0,0,610,170,420,0,0,"Amphoe Nong Kung Si, Changwat Kalasin",3G,Connection,District
"Amphoe Nong Kung Si, Changwat Kalasin, 4G",34.39,61.29,4.32,0,21000,7200,13000,960,0,"Amphoe Nong Kung Si, Changwat Kalasin",4G,Connection,District
"Amphoe Nong Kung Si, Changwat Kalasin, 5G",45.6,49.45,4.95,0,5300,2500,2800,310,0,"Amphoe Nong Kung Si, Changwat Kalasin",5G,Connection,District
"Amphoe Mae Wong, Changwat Nakhon Sawan, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Mae Wong, Changwat Nakhon Sawan",2G,Connection,District
"Amphoe Mae Wong, Changwat Nakhon Sawan, 3G",0,0,0,0,110,0,0,0,0,"Amphoe Mae Wong, Changwat Nakhon Sawan",3G,Connection,District
"Amphoe Mae Wong, Changwat Nakhon Sawan, 4G",26.24,66.97,6.79,0,2100,540,1600,130,0,"Amphoe Mae Wong, Changwat Nakhon Sawan",4G,Connection,District
"Amphoe Mae Wong, Changwat Nakhon Sawan, 5G",27.4,72.6,0,0,870,400,470,0,0,"Amphoe Mae Wong, Changwat Nakhon Sawan",5G,Connection,District
"Amphoe Nakhon Chai Si, Changwat Nakhon Pathom, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Nakhon Chai Si, Changwat Nakhon Pathom",2G,Connection,District
"Amphoe Nakhon Chai Si, Changwat Nakhon Pathom, 3G",24.31,55.56,20.14,0,1400,350,810,410,0,"Amphoe Nakhon Chai Si, Changwat Nakhon Pathom",3G,Connection,District
"Amphoe Nakhon Chai Si, Changwat Nakhon Pathom, 4G",22.05,57.05,20.89,0,58000,13000,34000,12000,0,"Amphoe Nakhon Chai Si, Changwat Nakhon Pathom",4G,Connection,District
"Amphoe Nakhon Chai Si, Changwat Nakhon Pathom, 5G",29.27,55.68,15.05,0,38000,11000,23000,5900,0,"Amphoe Nakhon Chai Si, Changwat Nakhon Pathom",5G,Connection,District
"Bang Phlat, Bangkok, 2G",0,0,0,0,0,0,0,0,0,"Bang Phlat, Bangkok",2G,Connection,District
"Bang Phlat, Bangkok, 3G",24.04,42.08,33.88,0,1900,470,730,650,0,"Bang Phlat, Bangkok",3G,Connection,District
"Bang Phlat, Bangkok, 4G",27.45,34.15,38.23,0.17,73000,20000,25000,29000,0,"Bang Phlat, Bangkok",4G,Connection,District
"Bang Phlat, Bangkok, 5G",34.79,44.82,20.39,0,63000,24000,30000,13000,0,"Bang Phlat, Bangkok",5G,Connection,District
"Amphoe Mueang Rayong, Changwat Rayong, 2G",0,0,0,0,110,0,130,0,0,"Amphoe Mueang Rayong, Changwat Rayong",2G,Connection,District
"Amphoe Mueang Rayong, Changwat Rayong, 3G",17.78,56.57,25.64,0,7600,1400,4300,2000,0,"Amphoe Mueang Rayong, Changwat Rayong",3G,Connection,District
"Amphoe Mueang Rayong, Changwat Rayong, 4G",25.5,47.56,26.94,0,291000,78000,142000,81000,0,"Amphoe Mueang Rayong, Changwat Rayong",4G,Connection,District
"Amphoe Mueang Rayong, Changwat Rayong, 5G",30.42,48.94,20.64,0,238000,76000,121000,51000,0,"Amphoe Mueang Rayong, Changwat Rayong",5G,Connection,District
"Amphoe Phra Phutthabat, Changwat Saraburi, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Phra Phutthabat, Changwat Saraburi",2G,Connection,District
"Amphoe Phra Phutthabat, Changwat Saraburi, 3G",20.86,61.96,17.18,0,1800,440,1000,320,0,"Amphoe Phra Phutthabat, Changwat Saraburi",3G,Connection,District
"Amphoe Phra Phutthabat, Changwat Saraburi, 4G",29.54,55.04,15.42,0,51000,15000,29000,8700,0,"Amphoe Phra Phutthabat, Changwat Saraburi",4G,Connection,District
"Amphoe Phra Phutthabat, Changwat Saraburi, 5G",40.43,48.1,11.47,0,25000,10000,12000,2900,0,"Amphoe Phra Phutthabat, Changwat Saraburi",5G,Connection,District
"Amphoe Suk Samran, Changwat Ranong, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Suk Samran, Changwat Ranong",2G,Connection,District
"Amphoe Suk Samran, Changwat Ranong, 3G",43.48,56.52,0,0,160,0,140,0,0,"Amphoe Suk Samran, Changwat Ranong",3G,Connection,District
"Amphoe Suk Samran, Changwat Ranong, 4G",25.76,63.17,11.07,0,5000,1300,3400,530,0,"Amphoe Suk Samran, Changwat Ranong",4G,Connection,District
"Amphoe Suk Samran, Changwat Ranong, 5G",28.93,52.89,18.18,0,1200,420,700,0,0,"Amphoe Suk Samran, Changwat Ranong",5G,Connection,District
"Amphoe Mueang Satun, Changwat Satun, 2G",0,0,0,0,0,0,0,0,0,"Amphoe Mueang Satun, Changwat Satun",2G,Connection,District
"Amphoe Mueang Satun, Changwat Satun, 3G",23.33,38.67,38,0,1300,290,590,540,0,"Amphoe Mueang Satun, Changwat Satun",3G,Connection,District
"Amphoe Mueang Satun, Changwat Satun, 4G",27.36,32.41,40.24,0,50000,15000,18000,22000,0,"Amphoe Mueang Satun, Changwat Satun",4G,Connection,District
"Amphoe Mueang Satun, Changwat Satun, 5G",30.97,34.82,34.22,0,18000,5800,6600,6300,0,"Amphoe Mueang Satun, Changwat Satun",5G,Connection,District
"Amphoe Non Sa-at, Changwat Udon Thani, 3G",41.03,58.97,0,0,450,110,270,0,0,"Amphoe Non Sa-at, Changwat Udon Thani",3G,Connection,District
"Amphoe Non Sa-at, Changwat Udon Thani, 4G",25.37,71.26,3.37,0,13000,3500,9500,630,0,"Amphoe Non Sa-at, Changwat Udon Thani",4G,Connection,District
