Provinces & Category,TMH-MB MKS,AIS-MB MKS,DTAC-MB MKS,TOT-MB MKS,TMH-MB Market Size,AIS-MB Market Size,DTAC-MB Market Size,TOT-MB Market Size,TMH-MB Total Customer,AIS-MB Total Customer,DTAC-MB Total Customer,TOT-MB Total Customer,Source,Provinces,Category,Metric
"Changwat Saraburi, Price unknown",33.92,51.2,14.88,--,"22,000","22,000","22,000","22,000","8,000","11,000","3,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,Price unknown,Device
"Changwat Saraburi, $1,000 or more",33.27,54.5,12.23,--,"146,000","146,000","146,000","146,000","50,000","81,000","18,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,"$1,000 or more",Device
"Changwat Saraburi, Less than $100",26.43,58.64,14.93,--,"26,000","26,000","26,000","26,000","7,000","15,000","4,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,Less than $100,Device
"Changwat Saraburi, $100 - $149",25.83,58.17,16.0,--,"85,000","85,000","85,000","85,000","23,000","50,000","14,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,$100 - $149,Device
"Changwat Saraburi, $150 - $199",26.83,57.22,15.95,--,"81,000","81,000","81,000","81,000","23,000","45,000","13,000",100,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,$150 - $199,Device
"Changwat Saraburi, $200 - $249",28.39,56.21,15.41,--,"60,000","60,000","60,000","60,000","18,000","35,000","9,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,$200 - $249,Device
"Changwat Saraburi, $250 - $299",25.93,58.76,15.31,--,"58,000","58,000","58,000","58,000","15,000","35,000","8,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,$250 - $299,Device
"Changwat Saraburi, $300 - $399",28.96,55.87,15.17,--,"78,000","78,000","78,000","78,000","23,000","45,000","12,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,$300 - $399,Device
"Changwat Saraburi, $400 - $599",30.89,55.3,13.8,--,"88,000","88,000","88,000","88,000","28,000","50,000","13,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,$400 - $599,Device
"Changwat Saraburi, $600 - $999",32.59,54.4,13.01,--,"101,000","101,000","101,000","101,000","34,000","57,000","14,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Saraburi,$600 - $999,Device
"Changwat Chaiyaphum, Price unknown",34.51,53.98,11.5,--,"22,000","22,000","22,000","22,000","7,900","12,000","2,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,Price unknown,Device
"Changwat Chaiyaphum, $1,000 or more",37.71,51.43,10.86,--,"86,000","86,000","86,000","86,000","34,000","46,000","10,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,"$1,000 or more",Device
"Changwat Chaiyaphum, Less than $100",26.75,64.45,8.8,--,"43,000","43,000","43,000","43,000","12,000","28,000","3,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,Less than $100,Device
"Changwat Chaiyaphum, $100 - $149",27.48,63.57,8.95,--,"124,000","124,000","124,000","124,000","34,000","80,000","11,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,$100 - $149,Device
"Changwat Chaiyaphum, $150 - $199",28.41,61.9,9.69,--,"94,000","94,000","94,000","94,000","28,000","58,000","9,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,$150 - $199,Device
"Changwat Chaiyaphum, $200 - $249",31.47,58.3,10.23,--,"64,000","64,000","64,000","64,000","21,000","38,000","6,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,$200 - $249,Device
"Changwat Chaiyaphum, $250 - $299",28.54,61.33,10.13,--,"55,000","55,000","55,000","55,000","16,000","33,000","5,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,$250 - $299,Device
"Changwat Chaiyaphum, $300 - $399",31.3,57.67,11.02,--,"67,000","67,000","67,000","67,000","21,000","39,000","7,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,$300 - $399,Device
"Changwat Chaiyaphum, $400 - $599",35.97,53.65,10.38,--,"75,000","75,000","75,000","75,000","28,000","42,000","7,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,$400 - $599,Device
"Changwat Chaiyaphum, $600 - $999",37.87,50.84,11.29,--,"79,000","79,000","79,000","79,000","32,000","42,000","8,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Chaiyaphum,$600 - $999,Device
"Changwat Uttaradit, Price unknown",38.45,49.96,11.6,--,"11,000","11,000","11,000","11,000","4,500","5,700","1,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,Price unknown,Device
"Changwat Uttaradit, $1,000 or more",38.76,49.78,11.46,--,"48,000","48,000","48,000","48,000","19,000","25,000","5,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,"$1,000 or more",Device
"Changwat Uttaradit, Less than $100",31.06,59.24,9.7,--,"15,000","15,000","15,000","15,000","4,700","9,000","1,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,Less than $100,Device
"Changwat Uttaradit, $100 - $149",31.04,56.91,12.05,--,"46,000","46,000","46,000","46,000","14,000","26,000","5,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,$100 - $149,Device
"Changwat Uttaradit, $150 - $199",32.73,56.03,11.24,--,"40,000","40,000","40,000","40,000","13,000","23,000","4,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,$150 - $199,Device
"Changwat Uttaradit, $200 - $249",32.3,53.42,14.28,--,"27,000","27,000","27,000","27,000","8,900","15,000","3,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,$200 - $249,Device
"Changwat Uttaradit, $250 - $299",31.65,54.69,13.66,--,"26,000","26,000","26,000","26,000","8,300","14,000","3,600",110,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,$250 - $299,Device
"Changwat Uttaradit, $300 - $399",33.71,52.83,13.46,--,"31,000","31,000","31,000","31,000","11,000","18,000","4,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,$300 - $399,Device
"Changwat Uttaradit, $400 - $599",36.44,50.69,12.88,--,"34,000","34,000","34,000","34,000","13,000","18,000","4,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,$400 - $599,Device
"Changwat Uttaradit, $600 - $999",39.42,47.83,12.75,--,"41,000","41,000","41,000","41,000","17,000","20,000","5,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Uttaradit,$600 - $999,Device
"Changwat Ang Thong, Price unknown",33.0,51.78,15.22,--,"6,800","6,800","6,800","6,800","2,300","3,700","1,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,Price unknown,Device
"Changwat Ang Thong, $1,000 or more",29.64,56.46,13.9,--,"38,000","38,000","38,000","38,000","12,000","23,000","5,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,"$1,000 or more",Device
"Changwat Ang Thong, Less than $100",22.4,60.39,17.21,--,"8,000","8,000","8,000","8,000","1,900","5,100","1,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,Less than $100,Device
"Changwat Ang Thong, $100 - $149",20.86,62.79,16.35,--,"26,000","26,000","26,000","26,000","5,800","18,000","4,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,$100 - $149,Device
"Changwat Ang Thong, $150 - $199",24.75,59.61,15.64,--,"25,000","25,000","25,000","25,000","6,300","15,000","4,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,$150 - $199,Device
"Changwat Ang Thong, $200 - $249",22.25,59.51,18.24,--,"18,000","18,000","18,000","18,000","4,000","11,000","3,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,$200 - $249,Device
"Changwat Ang Thong, $250 - $299",23.28,60.86,15.86,--,"17,000","17,000","17,000","17,000","4,000","10,000","2,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,$250 - $299,Device
"Changwat Ang Thong, $300 - $399",26.46,57.27,16.27,--,"23,000","23,000","23,000","23,000","6,300","14,000","3,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,$300 - $399,Device
"Changwat Ang Thong, $400 - $599",27.7,57.0,15.29,--,"25,000","25,000","25,000","25,000","7,300","15,000","3,800",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,$400 - $599,Device
"Changwat Ang Thong, $600 - $999",30.14,55.64,14.23,--,"28,000","28,000","28,000","28,000","9,000","17,000","4,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Ang Thong,$600 - $999,Device
"Changwat Pattani, Price unknown",23.28,60.15,16.56,--,"20,000","20,000","20,000","20,000","4,800","13,000","3,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,Price unknown,Device
"Changwat Pattani, $1,000 or more",20.85,64.13,15.01,--,"93,000","93,000","93,000","93,000","19,000","61,000","14,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,"$1,000 or more",Device
"Changwat Pattani, Less than $100",14.93,71.44,13.63,--,"34,000","34,000","34,000","34,000","5,100","25,000","4,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,Less than $100,Device
"Changwat Pattani, $100 - $149",15.39,71.23,13.37,--,"104,000","104,000","104,000","104,000","16,000","76,000","14,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,$100 - $149,Device
"Changwat Pattani, $150 - $199",16.65,69.82,13.54,--,"73,000","73,000","73,000","73,000","12,000","52,000","11,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,$150 - $199,Device
"Changwat Pattani, $200 - $249",18.22,66.98,14.8,--,"46,000","46,000","46,000","46,000","8,800","32,000","7,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,$200 - $249,Device
"Changwat Pattani, $250 - $299",18.38,66.67,14.94,--,"40,000","40,000","40,000","40,000","7,000","27,000","5,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,$250 - $299,Device
"Changwat Pattani, $300 - $399",20.47,64.23,15.3,--,"50,000","50,000","50,000","50,000","10,000","33,000","7,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,$300 - $399,Device
"Changwat Pattani, $400 - $599",21.55,62.74,15.7,--,"56,000","56,000","56,000","56,000","12,000","36,000","9,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,$400 - $599,Device
"Changwat Pattani, $600 - $999",20.87,63.7,15.42,--,"82,000","82,000","82,000","82,000","17,000","54,000","13,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Pattani,$600 - $999,Device
"Changwat Phayao, Price unknown",34.48,53.9,11.62,--,"13,000","13,000","13,000","13,000","4,700","7,300","1,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,Price unknown,Device
"Changwat Phayao, $1,000 or more",36.7,51.44,11.87,--,"55,000","55,000","55,000","55,000","21,000","30,000","6,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,"$1,000 or more",Device
"Changwat Phayao, Less than $100",26.28,64.27,9.44,--,"13,000","13,000","13,000","13,000","3,500","8,600","1,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,Less than $100,Device
"Changwat Phayao, $100 - $149",27.09,63.05,9.86,--,"46,000","46,000","46,000","46,000","13,000","30,000","4,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,$100 - $149,Device
"Changwat Phayao, $150 - $199",28.01,61.08,10.91,--,"40,000","40,000","40,000","40,000","11,000","25,000","4,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,$150 - $199,Device
"Changwat Phayao, $200 - $249",29.9,57.4,12.7,--,"27,000","27,000","27,000","27,000","8,300","16,000","3,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,$200 - $249,Device
"Changwat Phayao, $250 - $299",28.15,58.63,13.22,--,"27,000","27,000","27,000","27,000","7,700","16,000","3,600",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,$250 - $299,Device
"Changwat Phayao, $300 - $399",33.09,54.64,12.27,--,"35,000","35,000","35,000","35,000","12,000","19,000","4,300",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,$300 - $399,Device
"Changwat Phayao, $400 - $599",37.67,49.38,12.95,--,"40,000","40,000","40,000","40,000","16,000","20,000","5,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,$400 - $599,Device
"Changwat Phayao, $600 - $999",38.27,49.14,12.59,--,"46,000","46,000","46,000","46,000","18,000","23,000","6,100",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Phayao,$600 - $999,Device
"Changwat Maha Sarakham, Price unknown",37.03,49.84,13.13,--,"26,000","26,000","26,000","26,000","11,000","14,000","3,500",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,Price unknown,Device
"Changwat Maha Sarakham, $1,000 or more",40.33,45.17,14.49,--,"105,000","105,000","105,000","105,000","44,000","49,000","16,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,"$1,000 or more",Device
"Changwat Maha Sarakham, Less than $100",27.0,61.11,11.89,--,"37,000","37,000","37,000","37,000","9,800","23,000","4,400",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,Less than $100,Device
"Changwat Maha Sarakham, $100 - $149",29.64,57.96,12.39,--,"110,000","110,000","110,000","110,000","34,000","65,000","14,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,$100 - $149,Device
"Changwat Maha Sarakham, $150 - $199",30.48,56.29,13.23,--,"83,000","83,000","83,000","83,000","26,000","48,000","11,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,$150 - $199,Device
"Changwat Maha Sarakham, $200 - $249",32.67,54.15,13.17,--,"58,000","58,000","58,000","58,000","20,000","33,000","8,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,$200 - $249,Device
"Changwat Maha Sarakham, $250 - $299",29.92,55.93,14.14,--,"48,000","48,000","48,000","48,000","14,000","27,000","6,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,$250 - $299,Device
"Changwat Maha Sarakham, $300 - $399",32.68,52.38,14.94,--,"65,000","65,000","65,000","65,000","22,000","36,000","9,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,$300 - $399,Device
"Changwat Maha Sarakham, $400 - $599",37.46,47.52,15.02,--,"77,000","77,000","77,000","77,000","31,000","38,000","12,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,$400 - $599,Device
"Changwat Maha Sarakham, $600 - $999",40.57,45.74,13.69,--,"100,000","100,000","100,000","100,000","43,000","49,000","15,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Maha Sarakham,$600 - $999,Device
"Changwat Udon Thani, Price unknown",34.85,54.99,10.17,--,"34,000","34,000","34,000","34,000","13,000","20,000","3,600",110,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,Price unknown,Device
"Changwat Udon Thani, $1,000 or more",36.37,52.22,11.41,--,"178,000","178,000","178,000","178,000","66,000","95,000","20,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,"$1,000 or more",Device
"Changwat Udon Thani, Less than $100",24.67,67.74,7.58,--,"54,000","54,000","54,000","54,000","13,000","37,000","4,200",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,Less than $100,Device
"Changwat Udon Thani, $100 - $149",25.74,66.07,8.19,--,"161,000","161,000","161,000","161,000","43,000","109,000","14,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,$100 - $149,Device
"Changwat Udon Thani, $150 - $199",26.29,64.92,8.79,--,"134,000","134,000","134,000","134,000","37,000","89,000","12,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,$150 - $199,Device
"Changwat Udon Thani, $200 - $249",28.1,61.73,10.18,--,"94,000","94,000","94,000","94,000","26,000","58,000","9,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,$200 - $249,Device
"Changwat Udon Thani, $250 - $299",26.25,63.88,9.87,--,"83,000","83,000","83,000","83,000","21,000","54,000","8,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,$250 - $299,Device
"Changwat Udon Thani, $300 - $399",29.68,58.86,11.45,--,"103,000","103,000","103,000","103,000","31,000","62,000","12,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,$300 - $399,Device
"Changwat Udon Thani, $400 - $599",32.53,57.33,10.14,--,"115,000","115,000","115,000","115,000","39,000","67,000","12,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,$400 - $599,Device
"Changwat Udon Thani, $600 - $999",35.46,53.13,11.41,--,"139,000","139,000","139,000","139,000","51,000","77,000","16,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Udon Thani,$600 - $999,Device
"Changwat Rayong, Price unknown",28.16,49.79,22.04,--,"37,000","37,000","37,000","37,000","11,000","18,000","8,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,Price unknown,Device
"Changwat Rayong, $1,000 or more",28.75,53.21,18.04,--,"316,000","316,000","316,000","316,000","92,000","173,000","58,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,"$1,000 or more",Device
"Changwat Rayong, Less than $100",23.03,53.92,23.05,--,"38,000","38,000","38,000","38,000","8,300","21,000","8,900",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,Less than $100,Device
"Changwat Rayong, $100 - $149",23.44,53.36,23.2,--,"125,000","125,000","125,000","125,000","30,000","68,000","29,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,$100 - $149,Device
"Changwat Rayong, $150 - $199",23.52,53.14,23.33,--,"124,000","124,000","124,000","124,000","30,000","66,000","30,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,$150 - $199,Device
"Changwat Rayong, $200 - $249",25.1,51.78,23.11,--,"90,000","90,000","90,000","90,000","23,000","47,000","21,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,$200 - $249,Device
"Changwat Rayong, $250 - $299",22.97,55.14,21.89,--,"92,000","92,000","92,000","92,000","22,000","52,000","20,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,$250 - $299,Device
"Changwat Rayong, $300 - $399",25.93,52.27,21.8,--,"130,000","130,000","130,000","130,000","35,000","69,000","29,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,$300 - $399,Device
"Changwat Rayong, $400 - $599",28.8,50.92,20.28,--,"153,000","153,000","153,000","153,000","45,000","80,000","32,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,$400 - $599,Device
"Changwat Rayong, $600 - $999",28.89,51.39,19.72,--,"195,000","195,000","195,000","195,000","58,000","104,000","39,000",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Rayong,$600 - $999,Device
"Changwat Bueng Kan, Price unknown",34.68,60.04,5.28,--,"11,000","11,000","11,000","11,000","3,900","6,700",550,--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Bueng Kan,Price unknown,Device
"Changwat Bueng Kan, $1,000 or more",38.67,53.78,7.55,--,"36,000","36,000","36,000","36,000","14,000","19,000","2,700",--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Bueng Kan,"$1,000 or more",Device
"Changwat Bueng Kan, Less than $100",25.79,70.6,3.6,--,"19,000","19,000","19,000","19,000","4,900","13,000",810,--,MB MKS by province(Device)_2025-12-28_All.csv,Changwat Bueng Kan,Less than $100,Device
