System,Metric,Category,Area_type,TMH & DTAC-MB MKS,AIS-MB MKS,Total Market Size,PROVINCE_ENG,DISTRICT_EN
Android,Age,45-54,District,0,83.33,2200,Surin,Phanom Dong Rak
Android,Age,45-54,District,9.09,73.64,2200,Narathiwat,Si Sakhon
iOS,Age,45-54,District,41.67,58.33,2200,Ang Thong,Samko
iOS,Age,45-54,District,44.83,55.17,2200,Songkhla,Na Mom
iOS,Age,45-54,District,0,0,2200,Uttaradit,Thong Saen Khan
iOS,Age,45-54,District,0,100,2200,Suphan Buri,Don Chedi
iOS,Age,45-54,District,39.39,60.61,2200,Uthai Thani,Sawang Arom
iOS,Age,45-54,District,30.19,69.81,2200,Chumphon,Lamae
iOS,Age,45-54,District,100,0,2200,Loei,Nong Hin
iOS,Age,45-54,District,60,40,2200,Si Sa Ket,Phayu
iOS,Age,45-54,District,0,100,2200,Si Sa Ket,Non Khun
iOS,Age,45-54,District,0,100,2200,Amnat Charoen,Hua Taphan
iOS,Age,45-54,District,0,100,2200,Surat Thani,Chai Buri
iOS,Age,45-54,District,0,100,2200,Khon Kaen,Ban Haet
iOS,Age,45-54,District,44.83,55.17,2200,Phetchaburi,Kaeng Krachan
iOS,Age,45-54,District,0,100,2200,Chiang Mai,Hot
iOS,Age,45-54,District,37.93,62.07,2200,Phangnga,Ko Yao
iOS,Age,45-54,District,0,0,2200,Yasothon,Kho Wang
iOS,Age,45-54,District,100,0,2200,Surin,Phanom Dong Rak
iOS,Age,45-54,District,0,100,2200,Narathiwat,Si Sakhon
All OS,Age,45-54,District,29.71,70.29,2300,Phayao,Phu Sang
All OS,Age,45-54,District,34.98,65.02,2300,Chiang Rai,Wiang Chiang Rung
All OS,Age,45-54,District,51.85,48.15,2300,Phetchabun,Wang Pong
All OS,Age,45-54,District,34.22,65.78,2300,Phatthalung,Srinagarindra
All OS,Age,45-54,District,18.92,81.08,2300,Udon Thani,Chai Wan
All OS,Age,45-54,District,42.2,57.8,2300,Chiang Rai,Mae Fa Luang
All OS,Age,45-54,District,43.09,56.91,2300,Maha Sarakham,Kae Dam
All OS,Age,45-54,District,23.74,76.26,2300,Nong Bua Lam Phu,Na Wang
All OS,Age,45-54,District,50,50,2300,Si Sa Ket,Benchalak
All OS,Age,45-54,District,23.72,76.27,2300,Kalasin,Sahatsakhan
All OS,Age,45-54,District,39.91,60.09,2300,Kamphaeng Phet,Kosamphi Nakhon
Android,Age,45-54,District,0,76.84,2300,Phayao,Phu Sang
Android,Age,45-54,District,19.5,62,2300,Chiang Rai,Wiang Chiang Rung
Android,Age,45-54,District,18.14,48.04,2300,Phetchabun,Wang Pong
Android,Age,45-54,District,15.58,65.33,2300,Phatthalung,Srinagarindra
Android,Age,45-54,District,0,80.21,2300,Udon Thani,Chai Wan
Android,Age,45-54,District,5.62,67.98,2300,Chiang Rai,Mae Fa Luang
Android,Age,45-54,District,16.9,55.87,2300,Maha Sarakham,Kae Dam
Android,Age,45-54,District,6.67,77.62,2300,Nong Bua Lam Phu,Na Wang
Android,Age,45-54,District,18.41,50.75,2300,Si Sa Ket,Benchalak
Android,Age,45-54,District,0,84.29,2300,Kalasin,Sahatsakhan
Android,Age,45-54,District,14.91,60.96,2300,Kamphaeng Phet,Kosamphi Nakhon
iOS,Age,45-54,District,35.14,64.86,2300,Phayao,Phu Sang
iOS,Age,45-54,District,0,100,2300,Chiang Rai,Wiang Chiang Rung
iOS,Age,45-54,District,71.05,28.95,2300,Phetchabun,Wang Pong
iOS,Age,45-54,District,0,100,2300,Phatthalung,Srinagarindra
iOS,Age,45-54,District,0,100,2300,Udon Thani,Chai Wan
iOS,Age,45-54,District,51.43,48.57,2300,Chiang Rai,Mae Fa Luang
iOS,Age,45-54,District,0,100,2300,Maha Sarakham,Kae Dam
iOS,Age,45-54,District,0,100,2300,Nong Bua Lam Phu,Na Wang
iOS,Age,45-54,District,58.06,41.94,2300,Si Sa Ket,Benchalak
iOS,Age,45-54,District,43.48,56.52,2300,Kalasin,Sahatsakhan
iOS,Age,45-54,District,0,100,2300,Kamphaeng Phet,Kosamphi Nakhon
All OS,Age,45-54,District,42.15,57.85,2400,Roi Et,Changhan
All OS,Age,45-54,District,32.52,67.48,2400,Surin,Buachet
All OS,Age,45-54,District,33.58,66.42,2400,Udon Thani,Thung Fon
All OS,Age,45-54,District,40,60,2400,Sing Buri,Khai Bang Rachan
All OS,Age,45-54,District,42.33,57.68,2400,Khon Kaen,Khao Suan Kwang
All OS,Age,45-54,District,50.61,49.39,2400,Satun,Tha Phae
All OS,Age,45-54,District,43.53,56.47,2400,Songkhla,Khlong Hoi Khong
All OS,Age,45-54,District,51.97,48.03,2400,Ubon Ratchathani,Kut Khaopun
All OS,Age,45-54,District,30.32,69.67,2400,Pattani,Yaring
All OS,Age,45-54,District,42.8,57.21,2400,Kalasin,Huai Phueng
All OS,Age,45-54,District,51.6,48.4,2400,Khon Kaen,Ban Fang
All OS,Age,45-54,District,18.18,81.82,2400,Nakhon Si Thammarat,Bang Khan
All OS,Age,45-54,District,48.21,51.79,2400,Phichit,Tap Khlo
All OS,Age,45-54,District,36.55,63.45,2400,Buri Ram,Chamni
All OS,Age,45-54,District,39.31,60.68,2400,Chiang Rai,Pa Daet
All OS,Age,45-54,District,37.34,62.66,2400,Nakhon Ratchasima,Chaloem Phra Kiat
Android,Age,45-54,District,11.96,60.77,2400,Roi Et,Changhan
Android,Age,45-54,District,5.24,67.25,2400,Surin,Buachet
Android,Age,45-54,District,10.13,71.73,2400,Udon Thani,Thung Fon
Android,Age,45-54,District,15.58,67.84,2400,Sing Buri,Khai Bang Rachan
Android,Age,45-54,District,11.44,55.51,2400,Khon Kaen,Khao Suan Kwang
Android,Age,45-54,District,41.18,47.55,2400,Satun,Tha Phae
Android,Age,45-54,District,20.63,59.79,2400,Songkhla,Khlong Hoi Khong
Android,Age,45-54,District,25.76,48.47,2400,Ubon Ratchathani,Kut Khaopun
Android,Age,45-54,District,15.6,67.89,2400,Pattani,Yaring
Android,Age,45-54,District,9.91,61.71,2400,Kalasin,Huai Phueng
Android,Age,45-54,District,31.44,44.98,2400,Khon Kaen,Ban Fang
Android,Age,45-54,District,7.73,79.23,2400,Nakhon Si Thammarat,Bang Khan
Android,Age,45-54,District,17.33,47.11,2400,Phichit,Tap Khlo
Android,Age,45-54,District,7.66,62.55,2400,Buri Ram,Chamni
Android,Age,45-54,District,14.58,62.5,2400,Chiang Rai,Pa Daet
Android,Age,45-54,District,11.17,66.5,2400,Nakhon Ratchasima,Chaloem Phra Kiat
iOS,Age,45-54,District,0,0,2400,Roi Et,Changhan
iOS,Age,45-54,District,100,0,2400,Surin,Buachet
iOS,Age,45-54,District,100,0,2400,Udon Thani,Thung Fon
iOS,Age,45-54,District,46.15,53.85,2400,Sing Buri,Khai Bang Rachan
iOS,Age,45-54,District,100,0,2400,Khon Kaen,Khao Suan Kwang
iOS,Age,45-54,District,47.5,52.5,2400,Satun,Tha Phae
iOS,Age,45-54,District,44.74,55.26,2400,Songkhla,Khlong Hoi Khong
iOS,Age,45-54,District,100,0,2400,Ubon Ratchathani,Kut Khaopun
iOS,Age,45-54,District,0,100,2400,Pattani,Yaring
iOS,Age,45-54,District,0,0,2400,Kalasin,Huai Phueng
iOS,Age,45-54,District,43.75,56.25,2400,Khon Kaen,Ban Fang
iOS,Age,45-54,District,0,100,2400,Nakhon Si Thammarat,Bang Khan
iOS,Age,45-54,District,41.67,58.33,2400,Phichit,Tap Khlo
iOS,Age,45-54,District,0,0,2400,Buri Ram,Chamni
iOS,Age,45-54,District,45.16,54.84,2400,Chiang Rai,Pa Daet
iOS,Age,45-54,District,0,100,2400,Nakhon Ratchasima,Chaloem Phra Kiat
All OS,Age,45-54,District,29.02,70.98,2500,Lop Buri,Nong Muang
All OS,Age,45-54,District,35,65,2500,Surat Thani,Phanom
All OS,Age,45-54,District,54.59,45.42,2500,Ubon Ratchathani,Samrong
All OS,Age,45-54,District,50.6,49.4,2500,Chiang Rai,Khun Tan
All OS,Age,45-54,District,28.91,71.08,2500,Si Sa Ket,Huai Thap Than
All OS,Age,45-54,District,20.72,79.28,2500,Kanchanaburi,Dan Makham Tia
All OS,Age,45-54,District,44.9,55.1,2500,Satun,Khuan Don
All OS,Age,45-54,District,33.2,66.8,2500,Kalasin,Kham Muang
All OS,Age,45-54,District,31.76,68.24,2500,Buri Ram,Na Pho
All OS,Age,45-54,District,36.93,63.07,2500,Udon Thani,Si That
All OS,Age,45-54,District,37.36,62.64,2500,Uthai Thani,Thap Than
All OS,Age,45-54,District,41.73,58.27,2500,Phetchabun,Khao Kho
All OS,Age,45-54,District,37.6,62.4,2500,Phra Nakhon Si Ayutthaya,Maha Rat
All OS,Age,45-54,District,25.84,74.17,2500,Rayong,Khao Chamao
Android,Age,45-54,District,11.4,72.81,2500,Lop Buri,Nong Muang
Android,Age,45-54,District,7.48,70.56,2500,Surat Thani,Phanom
Android,Age,45-54,District,18.83,46.64,2500,Ubon Ratchathani,Samrong
Android,Age,45-54,District,30.05,53.52,2500,Chiang Rai,Khun Tan
Android,Age,45-54,District,16.46,64.14,2500,Si Sa Ket,Huai Thap Than
Android,Age,45-54,District,0,85.86,2500,Kanchanaburi,Dan Makham Tia
Android,Age,45-54,District,33.18,55.3,2500,Satun,Khuan Don
Android,Age,45-54,District,8.08,65.77,2500,Kalasin,Kham Muang
Android,Age,45-54,District,0,79.23,2500,Buri Ram,Na Pho
Android,Age,45-54,District,9.47,60.49,2500,Udon Thani,Si That
Android,Age,45-54,District,6.11,64.19,2500,Uthai Thani,Thap Than
Android,Age,45-54,District,11.52,58.02,2500,Phetchabun,Khao Kho
Android,Age,45-54,District,11.56,63.32,2500,Phra Nakhon Si Ayutthaya,Maha Rat
Android,Age,45-54,District,8.37,76.28,2500,Rayong,Khao Chamao
iOS,Age,45-54,District,0,100,2500,Lop Buri,Nong Muang
iOS,Age,45-54,District,36.17,63.83,2500,Surat Thani,Phanom
iOS,Age,45-54,District,0,100,2500,Ubon Ratchathani,Samrong
iOS,Age,45-54,District,39.29,60.71,2500,Chiang Rai,Khun Tan
iOS,Age,45-54,District,41.67,58.33,2500,Si Sa Ket,Huai Thap Than
iOS,Age,45-54,District,0,100,2500,Kanchanaburi,Dan Makham Tia
iOS,Age,45-54,District,0,100,2500,Satun,Khuan Don
iOS,Age,45-54,District,45.45,54.55,2500,Kalasin,Kham Muang
iOS,Age,45-54,District,48.78,51.22,2500,Buri Ram,Na Pho
iOS,Age,45-54,District,0,100,2500,Udon Thani,Si That
iOS,Age,45-54,District,23.81,76.19,2500,Uthai Thani,Thap Than
iOS,Age,45-54,District,38.89,61.11,2500,Phetchabun,Khao Kho
iOS,Age,45-54,District,0,100,2500,Phra Nakhon Si Ayutthaya,Maha Rat
iOS,Age,45-54,District,35,65,2500,Rayong,Khao Chamao
All OS,Age,45-54,District,30.38,69.62,2600,Ang Thong,Sawaeng Ha
All OS,Age,45-54,District,27.1,72.9,2600,Sakon Nakhon,Kham Ta Kla
All OS,Age,45-54,District,45.39,54.61,2600,Tak,Ban Tak
All OS,Age,45-54,District,14.34,85.66,2600,Loei,Phu Ruea
All OS,Age,45-54,District,31.01,68.99,2600,Phitsanulok,Chat Trakan
All OS,Age,45-54,District,31.84,68.16,2600,Sa Kaeo,Khao Chakan
All OS,Age,45-54,District,23.51,76.49,2600,Ratchaburi,Suan Phueng
All OS,Age,45-54,District,54.41,45.59,2600,Phra Nakhon Si Ayutthaya,Lat Bua Luang
All OS,Age,45-54,District,41.13,58.87,2600,Kamphaeng Phet,Khlong Lan
All OS,Age,45-54,District,26.2,73.8,2600,Trang,Ratsada
All OS,Age,45-54,District,31.98,68.01,2600,Sakon Nakhon,Phu Phan
All OS,Age,45-54,District,17.34,82.66,2600,Sa Kaeo,Khlong Hat
All OS,Age,45-54,District,36.07,63.93,2600,Uttaradit,Nam Pat
All OS,Age,45-54,District,52.14,47.86,2600,Buri Ram,Huai Rat
All OS,Age,45-54,District,20.38,79.62,2600,Kanchanaburi,Huai Krachao
All OS,Age,45-54,District,44.2,55.8,2600,Kalasin,Na Mon
All OS,Age,45-54,District,38.6,61.4,2600,Chon Buri,Nong Yai
Android,Age,45-54,District,13.52,68.85,2600,Ang Thong,Sawaeng Ha
Android,Age,45-54,District,4.15,75.1,2600,Sakon Nakhon,Kham Ta Kla
Android,Age,45-54,District,8.72,62.39,2600,Tak,Ban Tak
Android,Age,45-54,District,0,83.11,2600,Loei,Phu Ruea
Android,Age,45-54,District,5.19,70.13,2600,Phitsanulok,Chat Trakan
Android,Age,45-54,District,8.87,64.52,2600,Sa Kaeo,Khao Chakan
Android,Age,45-54,District,0,84.54,2600,Ratchaburi,Suan Phueng
Android,Age,45-54,District,21.23,41.51,2600,Phra Nakhon Si Ayutthaya,Lat Bua Luang
Android,Age,45-54,District,14.23,58.58,2600,Kamphaeng Phet,Khlong Lan
Android,Age,45-54,District,8.7,76.52,2600,Trang,Ratsada
Android,Age,45-54,District,5.04,67.23,2600,Sakon Nakhon,Phu Phan
Android,Age,45-54,District,0,84.12,2600,Sa Kaeo,Khlong Hat
Android,Age,45-54,District,5.84,60.7,2600,Uttaradit,Nam Pat
Android,Age,45-54,District,20.69,48.28,2600,Buri Ram,Huai Rat
Android,Age,45-54,District,5.04,80.25,2600,Kanchanaburi,Huai Krachao
Android,Age,45-54,District,6.58,60.91,2600,Kalasin,Na Mon
Android,Age,45-54,District,20.18,63.76,2600,Chon Buri,Nong Yai
iOS,Age,45-54,District,0,100,2600,Ang Thong,Sawaeng Ha
iOS,Age,45-54,District,0,0,2600,Sakon Nakhon,Kham Ta Kla
iOS,Age,45-54,District,57.14,42.86,2600,Tak,Ban Tak
iOS,Age,45-54,District,0,100,2600,Loei,Phu Ruea
iOS,Age,45-54,District,0,100,2600,Phitsanulok,Chat Trakan
iOS,Age,45-54,District,0,100,2600,Sa Kaeo,Khao Chakan
iOS,Age,45-54,District,34.15,65.85,2600,Ratchaburi,Suan Phueng
iOS,Age,45-54,District,33.33,66.67,2600,Phra Nakhon Si Ayutthaya,Lat Bua Luang
iOS,Age,45-54,District,48.28,51.72,2600,Kamphaeng Phet,Khlong Lan
iOS,Age,45-54,District,0,100,2600,Trang,Ratsada
iOS,Age,45-54,District,0,100,2600,Sakon Nakhon,Phu Phan
iOS,Age,45-54,District,0,100,2600,Sa Kaeo,Khlong Hat
iOS,Age,45-54,District,44.44,55.56,2600,Uttaradit,Nam Pat
iOS,Age,45-54,District,67.74,32.26,2600,Buri Ram,Huai Rat
iOS,Age,45-54,District,0,100,2600,Kanchanaburi,Huai Krachao
iOS,Age,45-54,District,100,0,2600,Kalasin,Na Mon
iOS,Age,45-54,District,26,74,2600,Chon Buri,Nong Yai
All OS,Age,45-54,District,31.44,68.56,2700,Mae Hong Son,Pai
All OS,Age,45-54,District,40.29,59.72,2700,Loei,Na Duang
All OS,Age,45-54,District,31.67,68.33,2700,Sa Kaeo,Khok Sung
All OS,Age,45-54,District,40.08,59.93,2700,Amnat Charoen,Pathum Ratchawongsa
All OS,Age,45-54,District,25.18,74.82,2700,Chumphon,Phato
All OS,Age,45-54,District,45.87,54.14,2700,Amnat Charoen,Segkhanikhom
All OS,Age,45-54,District,33.45,66.55,2700,Khon Kaen,Waeng Noi
All OS,Age,45-54,District,31.67,68.33,2700,Phatthalung,Tamot
All OS,Age,45-54,District,44.94,55.06,2700,Chiang Mai,Mae Ai
All OS,Age,45-54,District,44.33,55.67,2700,Chiang Mai,Phrao
All OS,Age,45-54,District,29.93,70.07,2700,Buri Ram,Pakham
All OS,Age,45-54,District,30.4,69.59,2700,Chumphon,Thung Tako
All OS,Age,45-54,District,47.32,52.69,2700,Tak,Sam Ngao
All OS,Age,45-54,District,31.76,68.24,2700,Maha Sarakham,Na Dun
Android,Age,45-54,District,6.14,70.61,2700,Mae Hong Son,Pai
Android,Age,45-54,District,6.3,56.69,2700,Loei,Na Duang
Android,Age,45-54,District,9.47,71.6,2700,Sa Kaeo,Khok Sung
Android,Age,45-54,District,10.22,63.11,2700,Amnat Charoen,Pathum Ratchawongsa
Android,Age,45-54,District,9.31,77.33,2700,Chumphon,Phato
Android,Age,45-54,District,10.33,54.13,2700,Amnat Charoen,Segkhanikhom
Android,Age,45-54,District,7.11,69.17,2700,Khon Kaen,Waeng Noi
Android,Age,45-54,District,10.86,70.14,2700,Phatthalung,Tamot
Android,Age,45-54,District,6.97,55.74,2700,Chiang Mai,Mae Ai
Android,Age,45-54,District,15.65,53.48,2700,Chiang Mai,Phrao
Android,Age,45-54,District,0,74.07,2700,Buri Ram,Pakham
Android,Age,45-54,District,17.62,74.01,2700,Chumphon,Thung Tako
Android,Age,45-54,District,21.01,52.1,2700,Tak,Sam Ngao
Android,Age,45-54,District,7.57,63.75,2700,Maha Sarakham,Na Dun
iOS,Age,45-54,District,43.75,56.25,2700,Mae Hong Son,Pai
iOS,Age,45-54,District,0,100,2700,Loei,Na Duang
iOS,Age,45-54,District,29.55,70.45,2700,Sa Kaeo,Khok Sung
iOS,Age,45-54,District,31.25,68.75,2700,Amnat Charoen,Pathum Ratchawongsa
iOS,Age,45-54,District,0,100,2700,Chumphon,Phato
iOS,Age,45-54,District,42.11,57.89,2700,Amnat Charoen,Segkhanikhom
iOS,Age,45-54,District,52.17,47.83,2700,Khon Kaen,Waeng Noi
iOS,Age,45-54,District,31.91,68.09,2700,Phatthalung,Tamot
iOS,Age,45-54,District,64.71,35.29,2700,Chiang Mai,Mae Ai
iOS,Age,45-54,District,0,100,2700,Chiang Mai,Phrao
iOS,Age,45-54,District,0,100,2700,Buri Ram,Pakham
iOS,Age,45-54,District,43.1,56.9,2700,Chumphon,Thung Tako
iOS,Age,45-54,District,65.79,34.21,2700,Tak,Sam Ngao
iOS,Age,45-54,District,0,100,2700,Maha Sarakham,Na Dun
All OS,Age,45-54,District,32.65,67.35,2800,Surin,Chom Phra
All OS,Age,45-54,District,44.67,55.33,2800,Nakhon Sawan,Krok Phra
All OS,Age,45-54,District,37.41,62.59,2800,Roi Et,Thawat Buri
All OS,Age,45-54,District,45.35,54.65,2800,Tak,Mae Ramat
All OS,Age,45-54,District,34.28,65.72,2800,Lampang,Mae Tha
All OS,Age,45-54,District,23.43,76.57,2800,Udon Thani,Nam Som
All OS,Age,45-54,District,20.51,79.49,2800,Nakhon Si Thammarat,Phipun
All OS,Age,45-54,District,26.23,73.78,2800,Roi Et,Pho Chai
All OS,Age,45-54,District,18.35,81.65,2800,Nong Khai,Fao Rai
All OS,Age,45-54,District,46.02,53.98,2800,Nakhon Si Thammarat,Phrom Khiri
All OS,Age,45-54,District,26.37,73.63,2800,Narathiwat,Yi-ngo
All OS,Age,45-54,District,31.59,68.4,2800,Phatthalung,Pa Bon
All OS,Age,45-54,District,52.05,47.96,2800,Chiang Rai,Wiang Chai
All OS,Age,45-54,District,39.72,60.28,2800,Ang Thong,Chaiyo
Android,Age,45-54,District,5.73,69.53,2800,Surin,Chom Phra
Android,Age,45-54,District,12.24,60,2800,Nakhon Sawan,Krok Phra
Android,Age,45-54,District,11.51,64.68,2800,Roi Et,Thawat Buri
Android,Age,45-54,District,14.45,50,2800,Tak,Mae Ramat
Android,Age,45-54,District,8.61,64.75,2800,Lampang,Mae Tha
Android,Age,45-54,District,3.88,79.84,2800,Udon Thani,Nam Som
Android,Age,45-54,District,0,76.37,2800,Nakhon Si Thammarat,Phipun
Android,Age,45-54,District,0,79.15,2800,Roi Et,Pho Chai
Android,Age,45-54,District,0,81.99,2800,Nong Khai,Fao Rai
Android,Age,45-54,District,19.49,55.08,2800,Nakhon Si Thammarat,Phrom Khiri
Android,Age,45-54,District,6.28,72.38,2800,Narathiwat,Yi-ngo
Android,Age,45-54,District,14.52,67.34,2800,Phatthalung,Pa Bon
Android,Age,45-54,District,21.37,48.72,2800,Chiang Rai,Wiang Chai
Android,Age,45-54,District,18.22,59.32,2800,Ang Thong,Chaiyo
iOS,Age,45-54,District,0,100,2800,Surin,Chom Phra
iOS,Age,45-54,District,100,0,2800,Nakhon Sawan,Krok Phra
iOS,Age,45-54,District,38.46,61.54,2800,Roi Et,Thawat Buri
iOS,Age,45-54,District,36.36,63.64,2800,Tak,Mae Ramat
iOS,Age,45-54,District,0,100,2800,Lampang,Mae Tha
iOS,Age,45-54,District,0,100,2800,Udon Thani,Nam Som
iOS,Age,45-54,District,0,100,2800,Nakhon Si Thammarat,Phipun
iOS,Age,45-54,District,0,100,2800,Roi Et,Pho Chai
iOS,Age,45-54,District,0,100,2800,Nong Khai,Fao Rai
iOS,Age,45-54,District,53.34,46.67,2800,Nakhon Si Thammarat,Phrom Khiri
iOS,Age,45-54,District,22.73,77.27,2800,Narathiwat,Yi-ngo
iOS,Age,45-54,District,0,100,2800,Phatthalung,Pa Bon
iOS,Age,45-54,District,60.87,39.13,2800,Chiang Rai,Wiang Chai
iOS,Age,45-54,District,0,100,2800,Ang Thong,Chaiyo
All OS,Age,45-54,District,37.03,62.97,2900,Chiang Rai,Phaya Mengrai
All OS,Age,45-54,District,8.4,91.6,2900,Sakon Nakhon,Charoen Sin
All OS,Age,45-54,District,31.18,68.82,2900,Lampang,Wang Nuea
All OS,Age,45-54,District,32.97,67.02,2900,Loei,Pha Khao
All OS,Age,45-54,District,38.93,61.08,2900,Phangnga,Thap Put
All OS,Age,45-54,District,35.64,64.36,2900,Maha Sarakham,Kut Rang
All OS,Age,45-54,District,34.95,65.06,2900,Sing Buri,Phrom Buri
All OS,Age,45-54,District,51.3,48.71,2900,Chaiyaphum,Khon San
All OS,Age,45-54,District,23.49,76.51,2900,Chaiyaphum,Nong Bua Rawe
All OS,Age,45-54,District,52.3,47.7,2900,Ubon Ratchathani,Sirindhorn
Android,Age,45-54,District,11.67,64.98,2900,Chiang Rai,Phaya Mengrai
Android,Age,45-54,District,5.3,82.95,2900,Sakon Nakhon,Charoen Sin
Android,Age,45-54,District,9.76,66.9,2900,Lampang,Wang Nuea
Android,Age,45-54,District,4.96,69.85,2900,Loei,Pha Khao
Android,Age,45-54,District,10.04,64.68,2900,Phangnga,Thap Put
Android,Age,45-54,District,10.65,65.4,2900,Maha Sarakham,Kut Rang
Android,Age,45-54,District,15.45,66.95,2900,Sing Buri,Phrom Buri
Android,Age,45-54,District,20,49.41,2900,Chaiyaphum,Khon San
Android,Age,45-54,District,5.67,73.05,2900,Chaiyaphum,Nong Bua Rawe
Android,Age,45-54,District,27.11,44.69,2900,Ubon Ratchathani,Sirindhorn
iOS,Age,45-54,District,34.09,65.91,2900,Chiang Rai,Phaya Mengrai
iOS,Age,45-54,District,0,100,2900,Sakon Nakhon,Charoen Sin
iOS,Age,45-54,District,0,100,2900,Lampang,Wang Nuea
iOS,Age,45-54,District,100,0,2900,Loei,Pha Khao
iOS,Age,45-54,District,0,100,2900,Phangnga,Thap Put
iOS,Age,45-54,District,0,100,2900,Maha Sarakham,Kut Rang
iOS,Age,45-54,District,29.82,70.18,2900,Sing Buri,Phrom Buri
iOS,Age,45-54,District,62.5,37.5,2900,Chaiyaphum,Khon San
iOS,Age,45-54,District,0,100,2900,Chaiyaphum,Nong Bua Rawe
iOS,Age,45-54,District,0,0,2900,Ubon Ratchathani,Sirindhorn
All OS,Age,45-54,District,43.42,56.58,3000,Nakhon Si Thammarat,Chian Yai
All OS,Age,45-54,District,50.47,49.53,3000,Ubon Ratchathani,Khong Chiam
All OS,Age,45-54,District,34.29,65.71,3000,Chaiyaphum,Khon Sawan
All OS,Age,45-54,District,54.78,45.22,3000,Uttaradit,Tron
All OS,Age,45-54,District,43.91,56.09,3000,Buri Ram,Chaloem Phra Kiat
All OS,Age,45-54,District,41.77,58.22,3000,Loei,Phu Kradueng
All OS,Age,45-54,District,37.92,62.08,3000,Mae Hong Son,Mae Sariang
All OS,Age,45-54,District,19.68,80.32,3000,Suphan Buri,Nong Ya Sai
All OS,Age,45-54,District,25.82,74.17,3000,Yala,Bang Sata
All OS,Age,45-54,District,48.73,51.27,3000,Ubon Ratchathani,Na Chaluai
All OS,Age,45-54,District,52.67,47.34,3000,Surat Thani,Don Sak
All OS,Age,45-54,District,23.53,76.47,3000,Suphan Buri,Dan Chang
All OS,Age,45-54,District,35.14,64.86,3000,Kalasin,Khao Wong
All OS,Age,45-54,District,45.91,54.1,3000,Nakhon Sawan,Tak Fa
All OS,Age,45-54,District,56.55,43.45,3000,Phichit,Pho Prathap Chang
All OS,Age,45-54,District,39.19,60.81,3000,Kalasin,Huai Mek
All OS,Age,45-54,District,42.59,57.42,3000,Yasothon,Pa Tio
Android,Age,45-54,District,20.31,54.41,3000,Nakhon Si Thammarat,Chian Yai
Android,Age,45-54,District,25.09,50.19,3000,Ubon Ratchathani,Khong Chiam
Android,Age,45-54,District,8.19,65.84,3000,Chaiyaphum,Khon Sawan
Android,Age,45-54,District,18.28,47.24,3000,Uttaradit,Tron
Android,Age,45-54,District,12.88,59.09,3000,Buri Ram,Chaloem Phra Kiat
Android,Age,45-54,District,11.9,62.45,3000,Loei,Phu Kradueng
Android,Age,45-54,District,6.4,59.6,3000,Mae Hong Son,Mae Sariang
Android,Age,45-54,District,4.33,84.25,3000,Suphan Buri,Nong Ya Sai
Android,Age,45-54,District,11.58,71.23,3000,Yala,Bang Sata
Android,Age,45-54,District,19.86,51.37,3000,Ubon Ratchathani,Na Chaluai
Android,Age,45-54,District,32.43,50.97,3000,Surat Thani,Don Sak
Android,Age,45-54,District,6.32,83.4,3000,Suphan Buri,Dan Chang
Android,Age,45-54,District,0,69.08,3000,Kalasin,Khao Wong
Android,Age,45-54,District,20.23,57.59,3000,Nakhon Sawan,Tak Fa
Android,Age,45-54,District,27.52,44.97,3000,Phichit,Pho Prathap Chang
Android,Age,45-54,District,10.04,62.37,3000,Kalasin,Huai Mek
Android,Age,45-54,District,10.34,56.9,3000,Yasothon,Pa Tio
iOS,Age,45-54,District,52.3,47.69,3000,Nakhon Si Thammarat,Chian Yai
iOS,Age,45-54,District,50,50,3000,Ubon Ratchathani,Khong Chiam
iOS,Age,45-54,District,51.52,48.48,3000,Chaiyaphum,Khon Sawan
iOS,Age,45-54,District,46.15,53.85,3000,Uttaradit,Tron
iOS,Age,45-54,District,0,100,3000,Buri Ram,Chaloem Phra Kiat
iOS,Age,45-54,District,40,60,3000,Loei,Phu Kradueng
iOS,Age,45-54,District,37.5,62.5,3000,Mae Hong Son,Mae Sariang
iOS,Age,45-54,District,45.32,54.69,3000,Suphan Buri,Nong Ya Sai
iOS,Age,45-54,District,43.63,56.36,3000,Yala,Bang Sata
iOS,Age,45-54,District,0,100,3000,Ubon Ratchathani,Na Chaluai
iOS,Age,45-54,District,58.33,41.67,3000,Surat Thani,Don Sak
iOS,Age,45-54,District,30.56,69.44,3000,Suphan Buri,Dan Chang
iOS,Age,45-54,District,0,100,3000,Kalasin,Khao Wong
iOS,Age,45-54,District,51.16,48.84,3000,Nakhon Sawan,Tak Fa
iOS,Age,45-54,District,56,44,3000,Phichit,Pho Prathap Chang
iOS,Age,45-54,District,0,100,3000,Kalasin,Huai Mek
iOS,Age,45-54,District,0,100,3000,Yasothon,Pa Tio
All OS,Age,45-54,District,34.52,65.47,3100,Udon Thani,Nong Wua So
All OS,Age,45-54,District,55.31,44.69,3100,Chai Nat,Sapphaya
All OS,Age,45-54,District,25.24,74.76,3100,Nakhon Phanom,Ban Phaeng
All OS,Age,45-54,District,31.83,68.17,3100,,Tha Wang Pha
All OS,Age,45-54,District,53.64,46.36,3100,Lamphun,Ban Hong
